iddeputado,nome,siglapartido,siglauf,idlegislatura
141527,"RENATO MOLLING",PP**,RS,54
175212,"RENATO SIMÕES",PT,SP,54
160654,"RENZO BRAZ",PP**,MG,54
74027,"RIBAMAR ALVES",PSB,MA,54
169553,"RICARDO ARCHER",PMDB,MA,54
172945,"RICARDO ARRUDA",PSC,PR,54
74793,"RICARDO BERZOINI",PT,SP,54
160655,"RICARDO IZAR",PSD,SP,54
150634,"RICARDO QUIRINO",PRB,DF,54
141472,"RICARDO TRIPOLI",PSDB,SP,54
73674,"ROBERTO BALESTRA",PP**,GO,54
141529,"ROBERTO BRITTO",PP**,BA,54
160653,"ROBERTO DE LUCENA",PV,SP,54
161903,"ROBERTO DORNER",PSD,MT,54
73805,"ROBERTO FREIRE",PPS,SP,54
141473,"ROBERTO SANTIAGO",PSD,SP,54
160652,"ROBERTO TEIXEIRA",PP**,PE,54
152865,"RODRIGO BETHLEM",PMDB,RJ,54
141531,"RODRIGO DE CASTRO",PSDB,MG,54
88950,"RODRIGO GARCIA",DEM,SP,54
74693,"RODRIGO MAIA",DEM,RJ,54
160568,"ROGÉRIO CARVALHO",PT,SE,54
141535,"ROGÉRIO MARINHO",PSDB,RN,54
160651,"ROGÉRIO PENINHA MENDONÇA",PMDB,SC,54
167707,"ROMANNA REMOR",PMDB,SC,54
160597,ROMÁRIO,PSB,RJ,54
160629,"ROMERO RODRIGUES",PSDB,PB,54
160515,"RONALDO BENEDET",PMDB,SC,54
74813,"RONALDO CAIADO",DEM,GO,54
160637,"RONALDO FONSECA",PROS,DF,54
163321,"RONALDO NOGUEIRA",PTB,RS,54
160594,"RONALDO ZULKE",PT,RS,54
160614,"ROSANE FERREIRA",PV,PR,54
73507,"ROSE DE FREITAS",PMDB,ES,54
146949,"ROSINHA DA ADEFAL",PTdoB,AL,54
179379,"ROSY DE SOUSA",PV,RN,54
73466,"RUBENS BUENO",PPS,PR,54
74371,"RUBENS OTONI",PT,GO,54
104254,"RUI COSTA",PT,BA,54
76420,"RUI PALMEIRA",PSDB,AL,54
160635,"RUY CARNEIRO",PSDB,PB,54
141522,"SABINO CASTELO BRANCO",PTB,AM,54
160630,"SÁGUAS MORAES",PT,MT,54
73559,"SALVADOR ZIMBALDI",PROS,SP,54
74372,"SANDES JÚNIOR",PP**,GO,54
74039,"SANDRA ROSADO",PSB,RN,54
160621,"SANDRO ALEX",PPS,PR,54
73676,"SANDRO MABEL",PMDB,GO,54
74762,"SARAIVA FELIPE",PMDB,MG,54
74210,"SARNEY FILHO",PV,MA,54
141539,"SEBASTIÃO BALA ROCHA",SDD,AP,54
74533,"SÉRGIO BARRADAS CARNEIRO",PT,BA,54
73808,"SÉRGIO BRITO",PSD,BA,54
74435,"SERGIO GUERRA",PSDB,PE,54
141542,"SÉRGIO MORAES",PTB,RS,54
160612,"SERGIO ZVEITER",PSD,RJ,54
167614,"SEVERINO NINHO",PSB,PE,54
160613,"SIBÁ MACHADO",PT,AC,54
74765,"SILAS BRASILEIRO",PMDB,MG,54
74356,"SILAS CÂMARA",PSD,AM,54
4930,"SILVIO COSTA",PSC,PE,54
73560,"SILVIO TORRES",PSDB,SP,54
73424,"SIMÃO SESSIM",PP**,RJ,54
168175,"SIMPLÍCIO ARAÚJO",SDD,MA,54
141547,"SOLANGE ALMEIDA",PMDB,RJ,54
92776,"STEFANO AGUIAR",PSB,MG,54
160627,"STEPAN NERCESSIAN",PPS,RJ,54
177282,"SUBTENENTE GONZAGA",PDT,MG,54
141548,"SUELI VIDIGAL",PDT,ES,54
74385,TAKAYAMA,PSC,PR,54
160679,"TAUMATURGO LIMA",PT,AC,54
169711,"TELMA PINHEIRO",PSDB,MA,54
160608,"TERESA SURITA",PMDB,RR,54
160617,"THIAGO PEIXOTO",PSD,GO,54
160976,TIRIRICA,PR,SP,54
160611,"TONINHO PINHEIRO",PP**,MG,54
141551,"URZENI ROCHA",PSD,RR,54
141384,"VALADARES FILHO",PSB,SE,54
73565,"VALDEMAR COSTA NETO",PR,SP,54
74010,"VALDIR COLATTO",PMDB,SC,54
162490,"VALDIVINO DE OLIVEIRA",PSDB,GO,54
160610,"VALMIR ASSUNÇÃO",PT,BA,54
169868,"VALRY MORAIS",PRP,PA,54
141552,"VALTENIR PEREIRA",PROS,MT,54
74376,"VANDER LOUBET",PT,MS,54
141553,"VANDERLEI MACRIS",PSDB,SP,54
167617,"VANDERLEI SIRAQUE",PT,SP,54
160595,"VAZ DE LIMA",PSDB,SP,54
74308,"VICENTE ARRUDA",PROS,CE,54
160622,"VICENTE CANDIDO",PT,SP,54
159258,"VICENTE SELISTRE",PSB,RS,54
74283,VICENTINHO,PT,SP,54
141400,"VIEIRA DA CUNHA",PDT,RS,54
163322,VILALBA,PP**,PE,54
73677,"VILMAR ROCHA",PSD,GO,54
141870,"VILSON COVATTI",PP**,RS,54
160591,"VINICIUS GURGEL",PR,AP,54
92355,"VITOR PAULO",PRB,RJ,54
141557,"VITOR PENIDO",DEM,MG,54
137853,"WADSON RIBEIRO",PCdoB,MG,54
160569,"WALDENOR PEREIRA",PT,BA,54
141558,"WALDIR MARANHÃO",PP**,MA,54
160631,"WALNEY ROCHA",PTB,RJ,54
74284,"WALTER FELDMAN",PSB,SP,54
141560,"WALTER IHOSHI",PSD,SP,54
160609,"WALTER TOSTA",PSD,MG,54
141561,"WANDENKOLK GONÇALVES",PSDB,PA,54
160620,"WASHINGTON REIS",PMDB,RJ,54
160518,"WELITON PRADO",PT,MG,54
73653,"WELLINGTON FAGUNDES",PR,MT,54
74043,"WELLINGTON ROBERTO",PR,PB,54
179387,"WELLINGTON SALGADO",PMDB,MG,54
167493,"WEVERTON ROCHA",PDT,MA,54
160586,"WILLIAM DIB",PSDB,SP,54
160636,"WILSON FILHO",PTB,PB,54
73930,"WLADIMIR COSTA",SDD,PA,54
74439,"WOLNEY QUEIROZ",PDT,PE,54
168253,"ZE CARLOS DA PESCA",PP**,BA,54
73931,"ZÉ GERALDO",PT,PA,54
160632,"ZÉ SILVA",SDD,MG,54
152607,"ZÉ VIEIRA",PROS,MA,54
160592,"ZECA DIRCEU",PT,PR,54
74354,"ZENALDO COUTINHO",PSDB,PA,54
73933,"ZEQUINHA MARINHO",PSC,PA,54
74145,"ZEZÉU RIBEIRO",PT,BA,54
160625,ZOINHO,PR,RJ,54
74392,ZONTA,PP**,SC,54
