"legislatura";"nome";"carteira";"total"
54;"PEDRO EUGÊNIO";161;1460
54;"PEDRO FERNANDES";80;63
54;"PEDRO FERNANDES";80;299
54;"PEDRO GUERRA";641;117
54;"PEDRO HENRY";403;1
54;"PEDRO HENRY";403;758
54;"PEDRO NOVAIS";82;1
54;"PEDRO NOVAIS";82;1233
54;"PEDRO PAULO";314;8
54;"PEDRO PAULO";314;2
54;"PEDRO PAULO";314;8
54;"PEDRO PAULO";314;128
54;"PEDRO PAULO";314;7
54;"PEDRO PAULO";314;4
54;"PEDRO PAULO";314;3
54;"PEDRO PAULO";314;293
54;"PEDRO PAULO";314;2
54;"PEDRO UCZAI";481;1287
54;"PEDRO UCZAI";481;52
54;"PENNA";382;1460
54;"PEPE VARGAS";503;407
54;"PEPE VARGAS";503;290
54;"PEPE VARGAS";503;0
54;"PERPÉTUA ALMEIDA";56;1460
54;"PINTO DE LUNA";662;29
54;"PINTO ITAMARATY";79;497
54;"PINTO ITAMARATY";79;842
54;"PLÍNIO VALÉRIO";633;266
54;"POLICARPO";539;484
54;"POLICARPO";539;920
54;"PROFESSOR SÉRGIO DE OLIVEIRA";603;120
54;"PROFESSOR SÉRGIO DE OLIVEIRA";603;421
54;"PROFESSOR SÉRGIO DE OLIVEIRA";603;30
54;"PROFESSOR SETIMO";81;1460
54;"PROFESSOR VICTÓRIO GALLI";601;120
54;"PROFESSORA DORINHA SEABRA REZENDE";67;1460
54;"PROFESSORA MARCIVANIA";15;161
54;"RAIMUNDÃO";108;371
54;"RAIMUNDÃO";108;199
54;"RAIMUNDO GOMES DE MATOS";102;1460
54;"RATINHO JUNIOR";464;553
54;"RATINHO JUNIOR";464;63
54;"RATINHO JUNIOR";464;272
54;"RAUL HENRY";163;1428
54;"RAUL LIMA";7;1460
54;"REBECCA GARCIA";42;680
54;"REBECCA GARCIA";42;430
54;"REGINALDO LOPES";272;1460
54;"REGUFFE";413;1460
54;"REINALDO AZAMBUJA";439;1427
54;"REINHOLD STEPHANES";467;737
54;"REINHOLD STEPHANES";467;296
54;"RENAN FILHO";169;1430
54;"RENATO ANDRADE";612;302
54;"RENATO ANDRADE";612;29
54;"RENATO ANDRADE";612;79
54;"RENATO MOLLING";511;1460
54;"RENATO SIMÕES";643;479
54;"RENZO BRAZ";262;1460
54;"RIBAMAR ALVES";74;321
54;"RIBAMAR ALVES";74;252
54;"RICARDO ARCHER";593;126
54;"RICARDO ARRUDA";635;117
54;"RICARDO BERZOINI";390;1155
54;"RICARDO IZAR";383;1460
54;"RICARDO QUIRINO";551;165
54;"RICARDO TRIPOLI";384;1460
54;"ROBERTO BALESTRA";427;1460
54;"ROBERTO BRITTO";211;1460
54;"ROBERTO DE LUCENA";385;1430
54;"ROBERTO DORNER";519;287
54;"ROBERTO DORNER";519;410
54;"ROBERTO FREIRE";387;1460
54;"ROBERTO SANTIAGO";386;1460
54;"ROBERTO TEIXEIRA";157;1460
54;"RODRIGO BETHLEM";318;28
54;"RODRIGO BETHLEM";318;8
54;"RODRIGO BETHLEM";318;212
54;"RODRIGO BETHLEM";318;6
54;"RODRIGO BETHLEM";318;3
54;"RODRIGO BETHLEM";318;302
54;"RODRIGO DE CASTRO";268;1460
54;"RODRIGO GARCIA";388;90
54;"RODRIGO GARCIA";388;30
54;"RODRIGO GARCIA";388;299
54;"RODRIGO MAIA";322;1460
54;"ROGÉRIO CARVALHO";178;1460
54;"ROGÉRIO MARINHO";540;224
54;"ROGÉRIO MARINHO";540;54
54;"ROGÉRIO MARINHO";540;348
54;"ROGÉRIO PENINHA MENDONÇA";483;1460
54;"ROMANNA REMOR";582;114
54;"ROMÁRIO";319;1460
54;"ROMERO RODRIGUES";135;517
54;"ROMERO RODRIGUES";135;62
54;"RONALDO BENEDET";484;1460
54;"RONALDO CAIADO";429;1460
54;"RONALDO FONSECA";414;1460
54;"RONALDO NOGUEIRA";556;1014
54;"RONALDO NOGUEIRA";556;105
54;"RONALDO ZULKE";515;1460
54;"ROSANE FERREIRA";459;1460
54;"ROSE DE FREITAS";282;1460
54;"ROSINHA DA ADEFAL";170;1429
54;"ROSY DE SOUSA";654;40
54;"RUBENS BUENO";460;1460
54;"RUBENS OTONI";425;1460
54;"RUI COSTA";216;338
54;"RUI COSTA";216;273
54;"RUI PALMEIRA";171;491
54;"RUI PALMEIRA";171;85
54;"RUY CARNEIRO";137;1460
54;"SABINO CASTELO BRANCO";43;1460
54;"SÁGUAS MORAES";405;161
54;"SÁGUAS MORAES";405;481
54;"SALVADOR ZIMBALDI";391;1460
54;"SANDES JÚNIOR";426;1460
54;"SANDRA ROSADO";125;1460
54;"SANDRO ALEX";465;1460
54;"SANDRO MABEL";431;1460
54;"SARAIVA FELIPE";265;1460
54;"SARNEY FILHO";85;1460
54;"SEBASTIÃO BALA ROCHA";17;1460
54;"SÉRGIO BARRADAS CARNEIRO";524;405
54;"SÉRGIO BARRADAS CARNEIRO";524;121
54;"SÉRGIO BARRADAS CARNEIRO";524;31
54;"SÉRGIO BRITO";213;1460
54;"SERGIO GUERRA";159;1129
54;"SÉRGIO MORAES";512;1460
54;"SERGIO ZVEITER";320;50
54;"SERGIO ZVEITER";320;6
54;"SERGIO ZVEITER";320;38
54;"SERGIO ZVEITER";320;806
54;"SEVERINO NINHO";580;246
54;"SEVERINO NINHO";580;648
54;"SEVERINO NINHO";580;29
54;"SIBÁ MACHADO";58;1460
54;"SILAS BRASILEIRO";636;363
54;"SILAS BRASILEIRO";636;31
54;"SILAS CÂMARA";39;1460
54;"SILVIO COSTA";160;1460
54;"SILVIO TORRES";546;1
54;"SILVIO TORRES";546;1
54;"SILVIO TORRES";546;104
54;"SILVIO TORRES";546;30
54;"SIMÃO SESSIM";327;1460
54;"SIMPLÍCIO ARAÚJO";585;122
54;"SIMPLÍCIO ARAÚJO";585;735
54;"SOLANGE ALMEIDA";563;251
54;"STEFANO AGUIAR";558;125
54;"STEFANO AGUIAR";558;121
54;"STEFANO AGUIAR";558;123
54;"STEFANO AGUIAR";558;564
54;"STEPAN NERCESSIAN";323;1460
54;"SUBTENENTE GONZAGA";651;224
54;"SUELI VIDIGAL";281;1430
54;"TAKAYAMA";469;1460
54;"TAUMATURGO LIMA";59;1460
54;"TELMA PINHEIRO";595;79
54;"TELMA PINHEIRO";595;32
54;"TERESA SURITA";8;700
54;"THIAGO PEIXOTO";424;29
54;"THIAGO PEIXOTO";424;7
54;"THIAGO PEIXOTO";424;4
54;"THIAGO PEIXOTO";424;16
54;"THIAGO PEIXOTO";424;3
54;"THIAGO PEIXOTO";424;7
54;"THIAGO PEIXOTO";424;397
54;"TIRIRICA";392;1460
54;"TONINHO PINHEIRO";264;1460
54;"URZENI ROCHA";616;758
54;"VALADARES FILHO";183;1460
54;"VALDEMAR COSTA NETO";393;1038
54;"VALDIR COLATTO";560;1002
54;"VALDIR COLATTO";560;120
54;"VALDIVINO DE OLIVEIRA";547;258
54;"VALDIVINO DE OLIVEIRA";547;21
54;"VALDIVINO DE OLIVEIRA";547;122
54;"VALDIVINO DE OLIVEIRA";547;26
54;"VALDIVINO DE OLIVEIRA";547;63
54;"VALDIVINO DE OLIVEIRA";547;293
54;"VALDIVINO DE OLIVEIRA";547;23
54;"VALDIVINO DE OLIVEIRA";547;130
54;"VALMIR ASSUNÇÃO";218;1460
54;"VALRY MORAIS";598;120
54;"VALTENIR PEREIRA";404;304
54;"VALTENIR PEREIRA";404;1032
54;"VANDER LOUBET";438;1460
54;"VANDERLEI MACRIS";521;1458
54;"VANDERLEI SIRAQUE";581;1187
54;"VAZ DE LIMA";394;1460
54;"VICENTE ARRUDA";107;1460
54;"VICENTE CANDIDO";395;1460
54;"VICENTE SELISTRE";600;122
54;"VICENTINHO";396;1460
54;"VIEIRA DA CUNHA";514;1430
54;"VILALBA";555;1445
54;"VILMAR ROCHA";430;8
54;"VILMAR ROCHA";430;6
54;"VILMAR ROCHA";430;7
54;"VILMAR ROCHA";430;7
54;"VILMAR ROCHA";430;2
54;"VILMAR ROCHA";430;7
54;"VILMAR ROCHA";430;401
54;"VILSON COVATTI";516;1460
54;"VINICIUS GURGEL";16;1460
54;"VITOR PAULO";324;1460
54;"VITOR PENIDO";532;1457
54;"WADSON RIBEIRO";664;29
54;"WALDENOR PEREIRA";219;1460
54;"WALDIR MARANHÃO";84;1460
54;"WALNEY ROCHA";325;1164
54;"WALNEY ROCHA";325;174
54;"WALTER FELDMAN";550;5
54;"WALTER FELDMAN";550;1
54;"WALTER FELDMAN";550;162
54;"WALTER FELDMAN";550;628
54;"WALTER IHOSHI";553;28
54;"WALTER IHOSHI";553;293
54;"WALTER IHOSHI";553;515
54;"WALTER IHOSHI";553;23
54;"WALTER TOSTA";267;1460
54;"WANDENKOLK GONÇALVES";32;1460
54;"WASHINGTON REIS";326;1460
54;"WELITON PRADO";270;1460
54;"WELLINGTON FAGUNDES";406;1460
54;"WELLINGTON ROBERTO";136;1460
54;"WELLINGTON SALGADO";669;25
54;"WEVERTON ROCHA";579;123
54;"WEVERTON ROCHA";579;161
54;"WEVERTON ROCHA";579;759
54;"WILLIAM DIB";397;1460
54;"WILSON FILHO";139;1460
54;"WLADIMIR COSTA";23;1460
54;"WOLNEY QUEIROZ";164;1460
54;"ZE CARLOS DA PESCA";587;28
54;"ZE CARLOS DA PESCA";587;29
54;"ZÉ GERALDO";25;1460
54;"ZÉ SILVA";271;736
54;"ZÉ SILVA";271;3
54;"ZÉ SILVA";271;9
54;"ZÉ SILVA";271;302
54;"ZÉ VIEIRA";86;1460
54;"ZECA DIRCEU";468;1460
54;"ZENALDO COUTINHO";34;1
54;"ZENALDO COUTINHO";34;305
54;"ZENALDO COUTINHO";34;61
54;"ZEQUINHA MARINHO";33;1429
54;"ZEZÉU RIBEIRO";217;1
54;"ZEZÉU RIBEIRO";217;816
54;"ZOINHO";328;1460
54;"ZONTA";485;161
