distancia,vagas,eleitores,cota,valor
620,8,1039439,39131.75,354336.70
0,8,2084356,30416.80,235700.32
173,17,4331733,35135.20,553365.56
873,70,31998432,36671.67,2186088.39
624,53,15700966,35720.85,2044730.63
1485,9,1995727,40572.24,305080.36
1619,31,8354732,40504.04,837133.53
878,8,1818937,40170.98,344795.79
173,17,4331733,35135.20,552230.15
1081,30,7865950,38500.00,845874.20
1775,8,2327451,42360.13,325570.85
1485,9,1995727,40572.24,201128.33
1314,16,5070212,39505.92,463767.71
624,53,15700966,35720.85,1273013.18
878,8,1818937,40170.98,187973.94
0,8,2084356,30416.80,105318.90
873,8,2189703,39056.17,214807.11
173,17,4331733,35135.20,468202.84
947,10,2754728,37052.05,219108.32
1081,30,7865950,38500.00,943083.67
873,8,2189703,39056.17,324005.86
0,8,1897677,30416.80,203280.58
873,70,31998432,36671.67,2561712.23
0,8,2084356,30416.80,120488.46
873,8,2189703,39056.17,309979.89
1485,9,1995727,40572.24,326499.18
1592,17,5188450,41855.59,736034.15
1292,8,1577058,39767.40,198346.60
1081,30,7971087,38500.00,1034656.20
933,46,12141145,35388.11,1526132.90
1657,25,6570072,41304.94,913349.72
878,8,1877982,40170.98,211894.44
2496,8,333464,45240.67,302806.61
620,8,1039439,39131.75,236579.09
873,70,31998432,36671.67,2380591.52
873,8,2330281,39056.17,301668.94
947,10,2653536,37052.05,402835.94
1657,25,6570072,41304.94,469540.78
2246,8,547680,44260.60,481608.22
1657,25,6356307,41304.94,1076313.90
1524,18,4497336,41779.83,526022.00
873,70,33040411,36671.67,2099449.38
1716,12,2835882,41660.70,481609.14
1619,31,8392033,40504.04,1269599.96
1081,30,7865950,38500.00,1153783.05
2496,8,299558,45240.67,309828.47
1932,8,2226891,43198.26,254705.84
1619,31,8392033,40504.04,1241494.63
1657,25,6570072,41304.94,852609.11
2246,8,547680,44260.60,316353.38
620,8,996887,39131.75,314622.17
1314,16,5070212,39505.92,354183.37
947,10,2754728,37052.05,244815.46
1524,18,4497336,41779.83,791212.31
1060,39,10185417,38638.99,1107479.90
0,8,2084356,30416.80,159262.41
1313,10,2370894,40599.91,326031.85
1314,16,4859324,39505.92,637725.86
173,17,4331733,35135.20,559475.11
947,10,2754728,37052.05,241698.21
0,8,2084356,30416.80,134594.25
1900,8,1127154,43300.63,306779.83
1060,39,10185417,38638.99,1266865.51
947,10,2653536,37052.05,248393.89
1619,31,8392033,40504.04,878034.79
1791,8,512110,43002.92,397116.04
1485,9,1995727,40572.24,331651.38
1524,18,4537237,41779.83,706473.30
947,10,2653536,37052.05,230171.35
0,8,2084356,30416.80,110640.09
1657,25,6356307,41304.94,1016254.18
1524,18,4537237,41779.83,634947.17
2246,8,547680,44260.60,179584.34
2246,8,506724,44260.60,485406.86
1313,10,2345694,40599.91,404955.64
1592,17,5499283,41855.59,746229.95
1314,16,4859324,39505.92,583101.15
1775,8,2373619,42360.13,467802.25
873,70,33040411,36671.67,1994071.36
1314,16,4859324,39505.92,541449.25
1657,25,6570072,41304.94,819950.38
624,53,15700966,35720.85,1391498.36
0,8,1897677,30416.80,161002.10
933,46,12408340,35388.11,1492061.33
873,8,2330281,39056.17,235935.76
1791,8,512110,43002.92,371160.03
1081,30,7971087,38500.00,1112982.20
1485,9,1995727,40572.24,281821.03
1313,10,2370894,40599.91,357506.31
624,53,15248681,35720.85,2098614.36
1060,39,10185417,38638.99,1386247.08
933,46,12141145,35388.11,1564268.14
2496,8,333464,45240.67,215862.67
1485,9,2187967,40572.24,454370.57
873,70,33040411,36671.67,1475105.11
1687,22,6271554,42079.91,943337.23
0,8,1897677,30416.80,198322.50
1687,22,6344483,42079.91,608779.80
1900,8,1127154,43300.63,401066.08
933,46,12408340,35388.11,1277422.95
873,8,2189703,39056.17,251437.65
620,8,1039439,39131.75,236518.45
1687,22,6344483,42079.91,839699.68
1900,8,1127154,43300.63,391843.68
1716,12,2835882,41660.70,532341.15
1313,10,2370894,40599.91,337644.33
1932,8,2428098,43198.26,472023.50
947,10,2754728,37052.05,283402.24
620,8,1039439,39131.75,213083.89
947,10,2754728,37052.05,401096.52
620,8,1039439,39131.75,288147.38
1657,25,6570072,41304.94,840018.39
0,8,2084356,30416.80,214533.09
1687,22,6344483,42079.91,640688.49
2246,8,547680,44260.60,358236.06
1314,16,4859324,39505.92,525909.73
878,8,1877982,40170.98,273693.78
173,17,4331733,35135.20,613942.92
947,10,2653536,37052.05,473346.27
878,8,1818937,40170.98,375743.27
1314,16,4859324,39505.92,603548.94
1060,39,10185417,38638.99,1606803.43
173,17,4454497,35135.20,526775.56
1657,25,6356307,41304.94,1069074.40
1081,30,7865950,38500.00,1302026.78
1900,8,1175733,43300.63,264265.42
1313,10,2345694,40599.91,363487.10
1716,12,2835882,41660.70,357602.24
947,10,2754728,37052.05,386870.05
947,10,2754728,37052.05,459625.65
947,10,2754728,37052.05,454123.22
1081,30,7971087,38500.00,949982.72
1592,17,5499283,41855.59,315388.07
1485,9,1995727,40572.24,279579.27
624,53,15248681,35720.85,1738133.00
1314,16,5070212,39505.92,345821.86
1932,8,2226891,43198.26,382609.45
873,8,2330281,39056.17,273696.41
620,8,996887,39131.75,259545.02
1081,30,7971087,38500.00,936726.71
878,8,1818937,40170.98,374710.77
933,46,12408340,35388.11,1768116.76
1775,8,2373619,42360.13,346044.14
873,8,2189703,39056.17,232181.40
620,8,996887,39131.75,362750.90
947,10,2754728,37052.05,313379.92
1060,39,10393170,38638.99,1474172.47
878,8,1818937,40170.98,330531.13
1900,8,1175733,43300.63,336014.72
1314,16,5070212,39505.92,471550.44
1592,17,5499283,41855.59,556366.88
0,8,1897677,30416.80,151338.07
1485,9,2187967,40572.24,466684.35
1292,8,1454165,39767.40,293798.68
1081,30,7865950,38500.00,981683.21
2246,8,547680,44260.60,312214.48
1292,8,1454165,39767.40,253337.08
1081,30,7865950,38500.00,1150808.68
1524,18,4497336,41779.83,785282.00
1485,9,2187967,40572.24,230908.76
1900,8,1175733,43300.63,204836.84
1900,8,1175733,43300.63,332461.97
1716,12,2835882,41660.70,385733.26
1657,25,6570072,41304.94,773967.54
1592,17,5188450,41855.59,980189.39
1619,31,8354732,40504.04,1035632.53
1775,8,2373619,42360.13,182542.84
1314,16,4859324,39505.92,635390.28
2246,8,547680,44260.60,344386.62
878,8,1818937,40170.98,269971.43
1657,25,6570072,41304.94,646819.81
1900,8,1127154,43300.63,344704.84
1619,31,8354732,40504.04,998014.01
620,8,1039439,39131.75,211444.74
1687,22,6344483,42079.91,788558.86
2246,8,547680,44260.60,384479.17
873,8,2330281,39056.17,349206.58
1716,12,2835882,41660.70,521424.75
873,8,2330281,39056.17,264037.69
0,8,1897677,30416.80,228538.01
1687,22,6271554,42079.91,654227.67
1932,8,2226891,43198.26,361789.89
620,8,996887,39131.75,195477.95
0,8,2084356,30416.80,182500.82
1485,9,2187967,40572.24,199203.82
878,8,1877982,40170.98,133961.11
2246,8,547680,44260.60,341181.16
1314,16,4859324,39505.92,603433.89
624,53,15700966,35720.85,1194086.05
1485,9,2187967,40572.24,332265.27
624,53,15700966,35720.85,1169212.70
1687,22,6344483,42079.91,579159.23
933,46,12141145,35388.11,1338731.08
1485,9,2187967,40572.24,268565.09
2246,8,506724,44260.60,231865.46
873,8,2330281,39056.17,267023.19
0,8,1897677,30416.80,195543.89
1524,18,4537237,41779.83,712973.85
1791,8,455514,43002.92,360059.91
1314,16,4859324,39505.92,506307.42
1524,18,4497336,41779.83,657434.83
1314,16,4859324,39505.92,353116.98
620,8,1039439,39131.75,233426.20
620,8,996887,39131.75,264672.18
1716,12,2835882,41660.70,488343.56
620,8,1039439,39131.75,324317.20
173,17,4331733,35135.20,520932.04
1932,8,2428098,43198.26,208589.79
1060,39,10185417,38638.99,1547018.10
933,46,12408340,35388.11,1501847.54
1791,8,455514,43002.92,332444.45
1775,8,2373619,42360.13,339147.62
1313,10,2345694,40599.91,345632.14
1313,10,2345694,40599.91,398266.27
1485,9,1995727,40572.24,289398.23
1314,16,4859324,39505.92,301045.36
1791,8,455514,43002.92,368863.92
1716,12,2835882,41660.70,474817.97
1313,10,2370894,40599.91,405508.06
1900,8,1127154,43300.63,362814.47
878,8,1877982,40170.98,179152.50
1775,8,2373619,42360.13,320445.54
1060,39,10393170,38638.99,1267959.01
1081,30,7865950,38500.00,1038034.21
947,10,2754728,37052.05,278927.65
873,70,31998432,36671.67,2042188.45
878,8,1818937,40170.98,216151.02
873,8,2189703,39056.17,238827.38
1060,39,10393170,38638.99,1709291.29
873,70,33040411,36671.67,1652332.78
878,8,1818937,40170.98,323691.65
873,8,2189703,39056.17,256779.13
1314,16,5070212,39505.92,476544.95
1619,31,8354732,40504.04,1169662.68
1592,17,5188450,41855.59,837411.93
1292,8,1577058,39767.40,328636.50
2496,8,299558,45240.67,132328.66
1716,12,2867649,41660.70,508824.81
1060,39,10393170,38638.99,1328287.39
1657,25,6356307,41304.94,898787.37
1657,25,6356307,41304.94,1109940.93
1932,8,2428098,43198.26,208834.81
873,70,31998432,36671.67,2077897.94
1292,8,1577058,39767.40,271863.64
878,8,1818937,40170.98,309440.88
1900,8,1127154,43300.63,379922.45
1060,39,10185417,38638.99,1510912.66
1314,16,4859324,39505.92,515120.14
1060,39,10185417,38638.99,1535833.58
873,70,33040411,36671.67,2232952.05
1716,12,2835882,41660.70,464586.66
1687,22,6344483,42079.91,1071364.53
1716,12,2835882,41660.70,434264.05
620,8,1039439,39131.75,347961.76
1313,10,2345694,40599.91,205894.92
1657,25,6356307,41304.94,832570.84
1687,22,6344483,42079.91,826422.62
1313,10,2345694,40599.91,472395.17
2246,8,547680,44260.60,397509.48
2496,8,299558,45240.67,426183.04
1657,25,6356307,41304.94,909298.23
1657,25,6356307,41304.94,1090340.38
1687,22,6344483,42079.91,847008.77
1313,10,2345694,40599.91,404451.42
1292,8,1577058,39767.40,235405.41
624,53,15700966,35720.85,1016073.15
624,53,15248681,35720.85,1799374.47
1791,8,455514,43002.92,356066.33
1485,9,1995727,40572.24,257434.26
1932,8,2226891,43198.26,225973.06
1314,16,5070212,39505.92,524852.75
933,46,12408340,35388.11,1817337.12
1081,30,7865950,38500.00,1094308.54
0,8,2084356,30416.80,152117.76
1775,8,2327451,42360.13,284920.62
173,17,4454497,35135.20,482125.17
173,17,4331733,35135.20,645161.65
1592,17,5499283,41855.59,524050.19
947,10,2754728,37052.05,301988.03
2496,8,333464,45240.67,378743.28
1081,30,7971087,38500.00,734824.84
1060,39,10185417,38638.99,1575796.81
2496,8,333464,45240.67,337392.05
1932,8,2428098,43198.26,283601.65
933,46,12141145,35388.11,1607415.88
1619,31,8354732,40504.04,1214159.56
1314,16,5070212,39505.92,497249.09
1775,8,2327451,42360.13,335691.26
1313,10,2345694,40599.91,485061.15
0,8,2084356,30416.80,145746.06
1687,22,6344483,42079.91,497731.97
1716,12,2867649,41660.70,527512.50
1060,39,10185417,38638.99,1446993.77
1716,12,2835882,41660.70,662654.53
873,8,2330281,39056.17,292449.69
1060,39,10393170,38638.99,2422095.12
873,8,2189703,39056.17,177401.34
1485,9,1995727,40572.24,320574.83
1900,8,1175733,43300.63,182574.72
1791,8,455514,43002.92,442009.13
620,8,996887,39131.75,644300.02
0,8,2084356,30416.80,103100.84
1081,30,7971087,38500.00,969731.41
1657,25,6570072,41304.94,881655.42
620,8,1039439,39131.75,258847.07
1524,18,4537237,41779.83,836031.72
1775,8,2373619,42360.13,236061.89
933,46,12408340,35388.11,1331979.42
620,8,996887,39131.75,326580.96
1060,39,10185417,38638.99,1267296.96
1657,25,6570072,41304.94,1031495.13
1791,8,455514,43002.92,226368.22
1592,17,5188450,41855.59,509259.73
1687,22,6271554,42079.91,869181.09
1292,8,1454165,39767.40,331145.41
1657,25,6356307,41304.94,708974.91
1775,8,2327451,42360.13,345929.92
620,8,996887,39131.75,230116.64
1485,9,2187967,40572.24,484123.12
947,10,2653536,37052.05,263637.05
2246,8,547680,44260.60,290230.26
1657,25,6356307,41304.94,925522.92
1716,12,2867649,41660.70,311205.15
173,17,4331733,35135.20,199651.68
1313,10,2370894,40599.91,496686.07
1485,9,1995727,40572.24,309946.51
2246,8,506724,44260.60,130411.93
1775,8,2373619,42360.13,396865.08
1524,18,4537237,41779.83,744238.42
1716,12,2835882,41660.70,499701.82
620,8,1039439,39131.75,239030.33
873,8,2189703,39056.17,332709.21
1657,25,6356307,41304.94,1040649.30
1716,12,2835882,41660.70,477774.04
2246,8,506724,44260.60,383549.25
1292,8,1577058,39767.40,274418.91
2496,8,299558,45240.67,512972.57
1313,10,2370894,40599.91,322177.29
1900,8,1175733,43300.63,259745.77
1060,39,10185417,38638.99,1269954.51
1791,8,455514,43002.92,185954.14
1592,17,5188450,41855.59,752865.76
933,46,12141145,35388.11,1660965.44
1619,31,8392033,40504.04,1108298.60
0,8,1897677,30416.80,240245.22
2246,8,547680,44260.60,378837.03
878,8,1818937,40170.98,295823.72
1657,25,6570072,41304.94,607086.86
1485,9,2187967,40572.24,411047.05
873,8,2189703,39056.17,301515.50
0,8,1897677,30416.80,148758.05
1687,22,6344483,42079.91,751858.94
1687,22,6271554,42079.91,748936.07
873,70,33040411,36671.67,2275081.58
1657,25,6570072,41304.94,974938.85
2496,8,333464,45240.67,321967.00
1687,22,6271554,42079.91,930642.82
2496,8,299558,45240.67,313130.34
1314,16,5070212,39505.92,507862.60
1292,8,1577058,39767.40,230884.42
624,53,15700966,35720.85,1644537.17
1619,31,8354732,40504.04,486480.37
1081,30,7971087,38500.00,1143611.54
1900,8,1175733,43300.63,173400.43
1716,12,2867649,41660.70,520368.89
1619,31,8354732,40504.04,995061.19
1592,17,5499283,41855.59,711197.88
2246,8,547680,44260.60,290918.30
1485,9,1995727,40572.24,237029.00
1932,8,2226891,43198.26,269906.79
1900,8,1175733,43300.63,235801.46
2246,8,506724,44260.60,383583.10
947,10,2653536,37052.05,338915.56
0,8,2084356,30416.80,211618.05
1592,17,5188450,41855.59,768089.28
1292,8,1454165,39767.40,267560.51
620,8,996887,39131.75,287206.92
1791,8,512110,43002.92,386251.59
1060,39,10185417,38638.99,1944724.97
2246,8,506724,44260.60,321703.13
873,8,2330281,39056.17,180185.92
2496,8,333464,45240.67,264302.70
1060,39,10185417,38638.99,1264822.99
873,8,2330281,39056.17,201761.44
1900,8,1175733,43300.63,178407.63
620,8,1039439,39131.75,266651.15
173,17,4454497,35135.20,605807.34
624,53,15700966,35720.85,1030825.23
878,8,1877982,40170.98,211344.94
1292,8,1454165,39767.40,565667.12
873,8,2330281,39056.17,171977.31
173,17,4454497,35135.20,477753.51
1687,22,6344483,42079.91,487328.11
873,8,2189703,39056.17,384528.08
947,10,2653536,37052.05,583098.42
1314,16,5070212,39505.92,246567.64
0,8,1897677,30416.80,205023.78
1900,8,1127154,43300.63,303788.10
0,8,2084356,30416.80,135808.25
1716,12,2867649,41660.70,500412.94
873,8,2189703,39056.17,267009.46
873,8,2330281,39056.17,273577.65
1900,8,1127154,43300.63,285170.66
620,8,996887,39131.75,176673.88
873,70,31998432,36671.67,2506790.30
2246,8,547680,44260.60,390045.44
1791,8,455514,43002.92,325864.88
1900,8,1175733,43300.63,293155.84
173,17,4454497,35135.20,403769.37
1313,10,2345694,40599.91,385756.64
1485,9,2187967,40572.24,291629.48
2246,8,506724,44260.60,411210.41
1313,10,2370894,40599.91,419367.09
873,70,33040411,36671.67,2208796.68
1592,17,5499283,41855.59,592032.05
1657,25,6356307,41304.94,775140.36
873,8,2189703,39056.17,233889.07
873,70,31998432,36671.67,2168821.16
1060,39,10185417,38638.99,1137672.48
0,8,2084356,30416.80,161868.92
1716,12,2835882,41660.70,446686.19
1081,30,7865950,38500.00,974043.34
173,17,4454497,35135.20,485838.90
933,46,12408340,35388.11,1380612.01
1716,12,2867649,41660.70,666134.32
1900,8,1175733,43300.63,31908.09
1900,8,1175733,43300.63,298299.37
1314,16,5070212,39505.92,318737.11
878,8,1818937,40170.98,345701.23
1900,8,1127154,43300.63,343224.77
1775,8,2327451,42360.13,267775.79
1081,30,7971087,38500.00,1047698.88
1791,8,512110,43002.92,328416.68
624,53,15700966,35720.85,1450401.44
2496,8,299558,45240.67,357170.67
1524,18,4497336,41779.83,822899.19
873,70,33040411,36671.67,2413845.20
878,8,1877982,40170.98,291046.87
624,53,15248681,35720.85,1343348.00
1791,8,512110,43002.92,383860.85
1775,8,2327451,42360.13,341991.58
1592,17,5188450,41855.59,644504.94
1592,17,5188450,41855.59,747190.18
2496,8,299558,45240.67,587953.84
1313,10,2370894,40599.91,426565.05
1619,31,8354732,40504.04,1300393.85
1292,8,1577058,39767.40,280900.62
1900,8,1175733,43300.63,197093.10
2496,8,299558,45240.67,237123.05
620,8,996887,39131.75,274026.43
0,8,2084356,30416.80,142267.16
2246,8,547680,44260.60,420638.79
1314,16,5070212,39505.92,505545.90
1060,39,10393170,38638.99,1042185.07
1900,8,1175733,43300.63,439766.06
873,8,2189703,39056.17,354514.47
873,8,2189703,39056.17,346177.89
1592,17,5188450,41855.59,619910.82
1592,17,5499283,41855.59,490660.91
1524,18,4537237,41779.83,737135.81
1687,22,6271554,42079.91,962199.79
1932,8,2226891,43198.26,259619.43
1716,12,2867649,41660.70,526230.36
624,53,15700966,35720.85,1778796.81
1900,8,1175733,43300.63,252280.54
873,8,2330281,39056.17,327511.14
2246,8,547680,44260.60,189171.02
0,8,1897677,30416.80,202579.23
1900,8,1127154,43300.63,334758.01
624,53,15700966,35720.85,1595486.36
947,10,2754728,37052.05,245543.36
2496,8,299558,45240.67,352932.22
1060,39,10393170,38638.99,1569286.99
1485,9,2187967,40572.24,282475.63
947,10,2754728,37052.05,400211.74
1791,8,455514,43002.92,437993.93
1313,10,2345694,40599.91,356840.78
1060,39,10185417,38638.99,1108668.06
173,17,4331733,35135.20,516077.85
933,46,12141145,35388.11,1629775.78
1060,39,10393170,38638.99,1342331.02
0,8,2084356,30416.80,131219.40
620,8,1039439,39131.75,266088.88
1619,31,8392033,40504.04,1107946.87
1524,18,4537237,41779.83,679665.90
873,8,2330281,39056.17,416640.04
0,8,1897677,30416.80,357493.42
1900,8,1127154,43300.63,343098.14
1592,17,5188450,41855.59,747982.52
1657,25,6570072,41304.94,866271.73
1900,8,1127154,43300.63,351900.69
2496,8,333464,45240.67,343097.57
1060,39,10393170,38638.99,1298256.31
2496,8,333464,45240.67,400053.62
1592,17,5499283,41855.59,606765.73
0,8,1897677,30416.80,204418.75
878,8,1877982,40170.98,300377.66
0,8,2084356,30416.80,173878.31
0,8,2084356,30416.80,152529.60
1775,8,2327451,42360.13,303867.95
173,17,4331733,35135.20,607481.19
2246,8,547680,44260.60,317294.04
1081,30,7971087,38500.00,1038668.71
2496,8,333464,45240.67,280382.04
2496,8,299558,45240.67,350639.77
873,8,2330281,39056.17,261318.28
1524,18,4497336,41779.83,668363.98
878,8,1818937,40170.98,318173.85
947,10,2754728,37052.05,249257.47
1791,8,455514,43002.92,446408.62
1932,8,2428098,43198.26,315073.65
1791,8,512110,43002.92,398901.67
878,8,1818937,40170.98,274299.64
1791,8,455514,43002.92,281247.93
1687,22,6271554,42079.91,888431.87
2246,8,506724,44260.60,372559.22
1932,8,2226891,43198.26,254943.38
1592,17,5499283,41855.59,623851.17
1619,31,8392033,40504.04,728632.28
2496,8,333464,45240.67,185448.43
1716,12,2867649,41660.70,434990.66
1292,8,1577058,39767.40,350818.86
933,46,12408340,35388.11,1011286.79
173,17,4331733,35135.20,650716.68
0,8,2084356,30416.80,122703.11
173,17,4454497,35135.20,507896.57
1081,30,7971087,38500.00,1052187.95
2496,8,333464,45240.67,419074.44
1619,31,8392033,40504.04,1476989.93
1932,8,2226891,43198.26,248240.83
624,53,15700966,35720.85,990219.53
2496,8,299558,45240.67,509278.67
1716,12,2835882,41660.70,466213.45
1775,8,2373619,42360.13,231757.33
1775,8,2373619,42360.13,355471.89
1791,8,455514,43002.92,380618.00
2246,8,506724,44260.60,403113.70
1592,17,5188450,41855.59,815164.20
624,53,15248681,35720.85,1823123.95
1485,9,2187967,40572.24,374138.09
173,17,4331733,35135.20,543288.18
1932,8,2226891,43198.26,432633.23
1775,8,2373619,42360.13,221834.43
1081,30,7971087,38500.00,1077751.01
1081,30,7971087,38500.00,1202034.77
1292,8,1454165,39767.40,291019.72
873,8,2330281,39056.17,310019.69
2246,8,506724,44260.60,237029.15
1592,17,5499283,41855.59,342084.55
878,8,1877982,40170.98,337799.16
878,8,1877982,40170.98,294930.84
878,8,1877982,40170.98,248654.79
947,10,2754728,37052.05,412520.79
1314,16,4859324,39505.92,309074.92
1900,8,1127154,43300.63,292608.29
873,8,2330281,39056.17,246068.66
1791,8,455514,43002.92,362328.17
933,46,12141145,35388.11,1536942.52
1060,39,10393170,38638.99,1782088.76
1900,8,1175733,43300.63,200614.41
1775,8,2327451,42360.13,284581.73
878,8,1818937,40170.98,375322.53
1932,8,2428098,43198.26,201085.33
1592,17,5499283,41855.59,1062087.26
1932,8,2428098,43198.26,368733.68
173,17,4331733,35135.20,527849.93
873,70,33040411,36671.67,2870299.32
1775,8,2373619,42360.13,266823.56
1932,8,2428098,43198.26,183961.18
620,8,996887,39131.75,354836.08
873,70,33040411,36671.67,1257568.38
1791,8,512110,43002.92,381531.78
2246,8,506724,44260.60,381073.56
1060,39,10185417,38638.99,2017390.47
1313,10,2370894,40599.91,329816.30
0,8,1897677,30416.80,251973.22
1524,18,4537237,41779.83,918283.88
1932,8,2428098,43198.26,348586.40
1485,9,2187967,40572.24,369663.01
1060,39,10185417,38638.99,1006579.44
1657,25,6356307,41304.94,756584.38
933,46,12408340,35388.11,793982.05
1081,30,7865950,38500.00,1077480.24
1313,10,2370894,40599.91,194311.45
1775,8,2327451,42360.13,336080.76
620,8,1039439,39131.75,210197.10
1775,8,2373619,42360.13,296781.22
1775,8,2327451,42360.13,338753.98
2496,8,333464,45240.67,431197.28
1592,17,5188450,41855.59,704719.80
0,8,2084356,30416.80,140184.42
878,8,1877982,40170.98,173126.93
1485,9,2187967,40572.24,298663.09
2496,8,333464,45240.67,190428.00
1716,12,2867649,41660.70,789020.02
1314,16,5070212,39505.92,294623.43
1932,8,2428098,43198.26,308340.44
2496,8,333464,45240.67,304664.53
1932,8,2226891,43198.26,308654.07
1619,31,8392033,40504.04,814124.68
1619,31,8392033,40504.04,493438.81
1657,25,6356307,41304.94,912991.95
1687,22,6344483,42079.91,907784.37
1060,39,10393170,38638.99,1145473.31
1592,17,5188450,41855.59,758394.06
1791,8,512110,43002.92,417685.24
2496,8,333464,45240.67,469899.39
1775,8,2327451,42360.13,313311.09
1716,12,2835882,41660.70,418642.31
1716,12,2867649,41660.70,428938.71
1314,16,5070212,39505.92,510528.38
1657,25,6356307,41304.94,1300162.53
1313,10,2345694,40599.91,320649.20
2246,8,506724,44260.60,296058.62
873,70,33040411,36671.67,1179324.97
1619,31,8354732,40504.04,1250670.18
947,10,2653536,37052.05,251402.30
947,10,2653536,37052.05,252251.63
1716,12,2835882,41660.70,547162.27
624,53,15700966,35720.85,1575571.43
1292,8,1577058,39767.40,313904.31
1060,39,10393170,38638.99,1588894.45
2246,8,547680,44260.60,361355.38
1313,10,2370894,40599.91,472600.56
1313,10,2345694,40599.91,406177.92
1900,8,1127154,43300.63,388746.12
1313,10,2370894,40599.91,429045.66
1900,8,1175733,43300.63,174054.01
1687,22,6344483,42079.91,840065.48
1619,31,8354732,40504.04,857616.65
1081,30,7971087,38500.00,1272077.61
1775,8,2373619,42360.13,275760.43
933,46,12408340,35388.11,1487414.22
1657,25,6570072,41304.94,1134319.36
1932,8,2226891,43198.26,129033.00
620,8,1039439,39131.75,516849.17
1081,30,7865950,38500.00,1151687.70
933,46,12141145,35388.11,1574494.00
1524,18,4537237,41779.83,964698.63
620,8,1039439,39131.75,276004.30
1524,18,4497336,41779.83,834162.21
1524,18,4497336,41779.83,729949.30
1900,8,1127154,43300.63,80870.49
1592,17,5188450,41855.59,745384.35
1657,25,6570072,41304.94,866595.34
878,8,1877982,40170.98,298559.97
1314,16,5070212,39505.92,343543.99
1592,17,5499283,41855.59,683775.37
1313,10,2345694,40599.91,393581.78
1314,16,4859324,39505.92,607965.81
173,17,4331733,35135.20,599727.05
624,53,15248681,35720.85,1904111.21
878,8,1818937,40170.98,428045.61
620,8,996887,39131.75,459428.74
624,53,15248681,35720.85,2029651.98
933,46,12141145,35388.11,1447774.75
624,53,15248681,35720.85,1754191.28
173,17,4331733,35135.20,460966.15
1657,25,6570072,41304.94,558462.38
620,8,996887,39131.75,305684.01
1791,8,512110,43002.92,239829.36
1314,16,5070212,39505.92,410466.18
1485,9,2187967,40572.24,314729.33
1314,16,4859324,39505.92,569914.50
1775,8,2373619,42360.13,218482.26
1657,25,6570072,41304.94,1053429.69
1791,8,512110,43002.92,235233.55
933,46,12408340,35388.11,1435142.72
624,53,15248681,35720.85,1389190.17
1292,8,1577058,39767.40,212971.12
873,8,2189703,39056.17,267554.80
1657,25,6356307,41304.94,1016242.68
873,8,2330281,39056.17,237429.58
873,8,2189703,39056.17,176162.64
1314,16,4859324,39505.92,391073.17
1775,8,2327451,42360.13,406629.20
1687,22,6271554,42079.91,887291.59
1060,39,10393170,38638.99,765768.24
173,17,4454497,35135.20,523313.54
1313,10,2370894,40599.91,441325.41
1060,39,10185417,38638.99,985882.24
1775,8,2327451,42360.13,296445.90
1619,31,8392033,40504.04,887910.46
1716,12,2835882,41660.70,763609.82
1657,25,6570072,41304.94,978340.86
1060,39,10393170,38638.99,1374663.01
1313,10,2345694,40599.91,430046.22
1313,10,2370894,40599.91,405191.20
620,8,1039439,39131.75,211549.35
1314,16,4859324,39505.92,524639.59
1775,8,2327451,42360.13,244414.28
1524,18,4497336,41779.83,720910.34
2246,8,506724,44260.60,349926.16
1900,8,1175733,43300.63,294908.48
1292,8,1577058,39767.40,358878.07
1657,25,6356307,41304.94,839410.01
1485,9,1995727,40572.24,354803.68
2246,8,506724,44260.60,412237.15
1292,8,1577058,39767.40,310106.38
1716,12,2835882,41660.70,365971.53
1791,8,512110,43002.92,336752.42
1932,8,2428098,43198.26,267456.15
873,8,2330281,39056.17,359830.46
1791,8,455514,43002.92,374434.16
1292,8,1454165,39767.40,374838.50
1619,31,8392033,40504.04,1258010.31
620,8,996887,39131.75,290305.68
947,10,2653536,37052.05,307217.77
933,46,12408340,35388.11,1602836.80
1081,30,7865950,38500.00,1092112.84
947,10,2754728,37052.05,419828.24
1292,8,1454165,39767.40,262648.46
1619,31,8354732,40504.04,1068966.08
933,46,12408340,35388.11,1018928.42
173,17,4331733,35135.20,460296.59
1081,30,7865950,38500.00,784971.67
873,70,33040411,36671.67,1025477.82
1791,8,512110,43002.92,290059.60
1932,8,2226891,43198.26,243257.30
1592,17,5188450,41855.59,638266.21
1619,31,8392033,40504.04,1142316.93
620,8,996887,39131.75,318226.12
878,8,1818937,40170.98,306251.58
2496,8,299558,45240.67,368574.96
1657,25,6570072,41304.94,953164.22
947,10,2653536,37052.05,307355.82
1314,16,4859324,39505.92,547484.04
1592,17,5499283,41855.59,610604.97
878,8,1818937,40170.98,109298.57
624,53,15700966,35720.85,1123221.45
173,17,4331733,35135.20,527587.93
1900,8,1175733,43300.63,466280.60
0,8,1897677,30416.80,158536.52
1619,31,8354732,40504.04,1307175.43
1716,12,2867649,41660.70,442923.76
1485,9,2187967,40572.24,205735.68
2246,8,547680,44260.60,250930.25
873,8,2330281,39056.17,267429.71
1485,9,2187967,40572.24,196946.76
2246,8,506724,44260.60,334281.35
1932,8,2428098,43198.26,277900.89
947,10,2653536,37052.05,289290.30
1060,39,10185417,38638.99,1499738.08
1791,8,512110,43002.92,475129.24
2496,8,299558,45240.67,330433.19
1314,16,4859324,39505.92,626228.92
1900,8,1175733,43300.63,115950.52
