ano,legislatura,anolegislatura,uf,partido,tipo,representatividade,distancia,vagas,eleitores,cota,valor
2018,55,4,PA,PSOL,SERVIÇOS POSTAIS,5,1592,17,5188450,41855.59,1030.48
2017,55,3,PA,CIDADANIA,SERVIÇOS POSTAIS,10,1592,17,5188450,41855.59,1281.36
2015,55,1,PA,PSC,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,13,1592,17,5188450,41855.59,3856.15
2018,55,4,PA,PTB,PASSAGEM AÉREA,25,1592,17,5188450,41855.59,106349.28
2016,55,2,PA,PTB,DIVULGAÇÃO MANDATO,25,1592,17,5188450,41855.59,175000.00
2017,55,3,PA,CIDADANIA,PASSAGEM AÉREA,10,1592,17,5188450,41855.59,196300.81
2016,55,2,PA,PSD,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",36,1592,17,5188450,41855.59,106.06
2019,55,5,PA,PSC,SERVIÇOS POSTAIS,13,1592,17,5188450,41855.59,1802.80
2016,55,2,PA,PSOL,ASSESSORIA TÉCNICA/JURÍDICA,5,1592,17,5188450,41855.59,20000.00
2018,55,4,PA,SOLIDARIEDADE,COMBUSTÍVEIS E LUBRIFICANTES,15,1592,17,5188450,41855.59,4813.70
2018,55,4,PA,PSC,LOCAÇÃO DE AUTOMÓVEIS,13,1592,17,5188450,41855.59,4510.64
2019,55,5,PA,PP,SERVIÇOS POSTAIS,38,1592,17,5188450,41855.59,16.59
2017,55,3,PA,PSD,ASSINATURA DE PUBLICAÇÕES,36,1592,17,5188450,41855.59,620.20
2017,55,3,PA,PSDB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,54,1592,17,5188450,41855.59,72650.00
2019,55,5,PA,SOLIDARIEDADE,TELEFONIA,15,1592,17,5188450,41855.59,147.44
2017,55,3,PA,PL,SERVIÇOS POSTAIS,34,1592,17,5188450,41855.59,12483.19
2015,55,1,PA,PODEMOS,TELEFONIA,9,1592,17,5188450,41855.59,6090.57
2016,55,2,PA,PSOL,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",5,1592,17,5188450,41855.59,4000.90
2018,55,4,PA,PTB,DIVULGAÇÃO MANDATO,25,1592,17,5188450,41855.59,185000.00
2016,55,2,PA,MDB,DIVULGAÇÃO MANDATO,65,1592,17,5188450,41855.59,421308.00
2017,55,3,PA,PODEMOS,LOCAÇÃO OU FRETAMENTO DE AERONAVES,9,1592,17,5188450,41855.59,163100.00
2017,55,3,PA,PT,PASSAGEM AÉREA,68,1592,17,5188450,41855.59,465366.03
2018,55,4,PA,PP,LOCAÇÃO DE AUTOMÓVEIS,38,1592,17,5188450,41855.59,63000.00
2019,55,5,PA,PP,DIVULGAÇÃO MANDATO,38,1592,17,5188450,41855.59,10500.00
2015,55,1,PA,PODEMOS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",9,1592,17,5188450,41855.59,3302.99
2016,55,2,PA,PP,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,38,1592,17,5188450,41855.59,482.78
2019,55,5,PA,PSOL,TELEFONIA,5,1592,17,5188450,41855.59,555.18
2018,55,4,PA,PT,SERVIÇOS POSTAIS,68,1592,17,5188450,41855.59,1710.80
2015,55,1,PA,SOLIDARIEDADE,SERVIÇOS POSTAIS,15,1592,17,5188450,41855.59,4210.34
2017,55,3,PA,PSC,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",13,1592,17,5188450,41855.59,684.88
2015,55,1,PA,PT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,68,1592,17,5188450,41855.59,15000.00
2015,55,1,PA,CIDADANIA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,10,1592,17,5188450,41855.59,10999.60
2017,55,3,PA,MDB,ASSINATURA DE PUBLICAÇÕES,65,1592,17,5188450,41855.59,3004.12
2016,55,2,PA,PSOL,TELEFONIA,5,1592,17,5188450,41855.59,6985.55
2019,55,5,PA,PSOL,COMBUSTÍVEIS E LUBRIFICANTES,5,1592,17,5188450,41855.59,448.35
2015,55,1,PA,PT,ASSESSORIA TÉCNICA/JURÍDICA,68,1592,17,5188450,41855.59,77000.00
2019,55,5,PA,DEM,MANUTENÇÃO DE ESCRITÓRIO,21,1592,17,5188450,41855.59,2079.60
2018,55,4,PA,PT,ASSESSORIA TÉCNICA/JURÍDICA,68,1592,17,5188450,41855.59,78866.67
2017,55,3,PA,PT,COMBUSTÍVEIS E LUBRIFICANTES,68,1592,17,5188450,41855.59,96561.62
2016,55,2,PA,PSC,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,13,1592,17,5188450,41855.59,6092.03
2017,55,3,PA,PTB,COMBUSTÍVEIS E LUBRIFICANTES,25,1592,17,5188450,41855.59,46398.98
2019,55,5,PA,PDT,TELEFONIA,20,1592,17,5188450,41855.59,35.08
2018,55,4,PA,PP,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",38,1592,17,5188450,41855.59,8983.87
2019,55,5,PA,PSC,PASSAGEM AÉREA,13,1592,17,5188450,41855.59,11017.73
2015,55,1,PA,PP,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",38,1592,17,5188450,41855.59,134.94
2016,55,2,PA,PT,LOCAÇÃO DE AUTOMÓVEIS,68,1592,17,5188450,41855.59,115770.62
2016,55,2,PA,PODEMOS,TELEFONIA,9,1592,17,5188450,41855.59,5057.88
2016,55,2,PA,PSDB,PASSAGEM AÉREA,54,1592,17,5188450,41855.59,134066.06
2017,55,3,PA,PTB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,25,1592,17,5188450,41855.59,28.38
2017,55,3,PA,MDB,COMBUSTÍVEIS E LUBRIFICANTES,65,1592,17,5188450,41855.59,61592.91
2019,55,5,PA,PSC,TELEFONIA,13,1592,17,5188450,41855.59,149.44
2018,55,4,PA,PODEMOS,LOCAÇÃO OU FRETAMENTO DE AERONAVES,9,1592,17,5188450,41855.59,29000.00
2017,55,3,PA,PP,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,38,1592,17,5188450,41855.59,39.60
2015,55,1,PA,PSD,ASSINATURA DE PUBLICAÇÕES,36,1592,17,5188450,41855.59,3824.00
2016,55,2,PA,CIDADANIA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,10,1592,17,5188450,41855.59,8412.95
2017,55,3,PA,PT,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",68,1592,17,5188450,41855.59,316.58
2015,55,1,PA,PL,LOCAÇÃO DE AUTOMÓVEIS,34,1592,17,5188450,41855.59,109780.00
2017,55,3,PA,PSD,SERVIÇOS POSTAIS,36,1592,17,5188450,41855.59,5083.24
2016,55,2,PA,PT,DIVULGAÇÃO MANDATO,68,1592,17,5188450,41855.59,268970.00
2017,55,3,PA,MDB,SERVIÇOS POSTAIS,65,1592,17,5188450,41855.59,6715.58
2015,55,1,PA,PODEMOS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,9,1592,17,5188450,41855.59,4712.83
2019,55,5,PA,PDT,PASSAGEM AÉREA,20,1592,17,5188450,41855.59,12550.18
2015,55,1,PA,PODEMOS,MANUTENÇÃO DE ESCRITÓRIO,9,1592,17,5188450,41855.59,50771.36
2018,55,4,PA,PP,LOCAÇÃO OU FRETAMENTO DE AERONAVES,38,1592,17,5188450,41855.59,10000.00
2018,55,4,PA,DEM,COMBUSTÍVEIS E LUBRIFICANTES,21,1592,17,5188450,41855.59,70603.78
2018,55,4,PA,PTB,ASSESSORIA TÉCNICA/JURÍDICA,25,1592,17,5188450,41855.59,200000.00
2015,55,1,PA,MDB,TELEFONIA,65,1592,17,5188450,41855.59,77890.22
2016,55,2,PA,PSD,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",36,1592,17,5188450,41855.59,9916.95
2018,55,4,PA,PL,SERVIÇOS POSTAIS,34,1592,17,5188450,41855.59,35400.41
2017,55,3,PA,PODEMOS,TELEFONIA,9,1592,17,5188450,41855.59,4948.57
2019,55,5,PA,PSOL,PASSAGEM AÉREA,5,1592,17,5188450,41855.59,9804.51
2016,55,2,PA,PSC,MANUTENÇÃO DE ESCRITÓRIO,13,1592,17,5188450,41855.59,9041.80
2018,55,4,PA,PP,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,38,1592,17,5188450,41855.59,618.70
2019,55,5,PA,PTB,TELEFONIA,25,1592,17,5188450,41855.59,131.02
2017,55,3,PA,PODEMOS,COMBUSTÍVEIS E LUBRIFICANTES,9,1592,17,5188450,41855.59,50931.55
2018,55,4,PA,PSDB,MANUTENÇÃO DE ESCRITÓRIO,54,1592,17,5188450,41855.59,57190.47
2016,55,2,PA,PODEMOS,MANUTENÇÃO DE ESCRITÓRIO,9,1592,17,5188450,41855.59,21241.80
2015,55,1,PA,PSDB,ASSINATURA DE PUBLICAÇÕES,54,1592,17,5188450,41855.59,521.25
2015,55,1,PA,PTB,LOCAÇÃO DE AUTOMÓVEIS,25,1592,17,5188450,41855.59,450.00
2016,55,2,PA,DEM,TELEFONIA,21,1592,17,5188450,41855.59,12432.54
2018,55,4,PA,MDB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,65,1592,17,5188450,41855.59,5583.86
2019,55,5,PA,CIDADANIA,MANUTENÇÃO DE ESCRITÓRIO,10,1592,17,5188450,41855.59,11246.91
2015,55,1,PA,PTB,SERVIÇOS POSTAIS,25,1592,17,5188450,41855.59,9668.14
2016,55,2,PA,PODEMOS,DIVULGAÇÃO MANDATO,9,1592,17,5188450,41855.59,216700.00
2019,55,5,PA,MDB,PASSAGEM AÉREA,65,1592,17,5188450,41855.59,13718.23
2016,55,2,PA,MDB,LOCAÇÃO DE AUTOMÓVEIS,65,1592,17,5188450,41855.59,239520.00
2015,55,1,PA,PSDB,SERVIÇOS POSTAIS,54,1592,17,5188450,41855.59,8933.09
2018,55,4,PA,PSC,SERVIÇOS POSTAIS,13,1592,17,5188450,41855.59,14636.60
2016,55,2,PA,PSC,PASSAGEM AÉREA,13,1592,17,5188450,41855.59,146543.68
2016,55,2,PA,PTB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",25,1592,17,5188450,41855.59,245.18
2016,55,2,PA,PT,TELEFONIA,68,1592,17,5188450,41855.59,33340.00
2015,55,1,PA,PSOL,DIVULGAÇÃO MANDATO,5,1592,17,5188450,41855.59,113185.00
2018,55,4,PA,CIDADANIA,TELEFONIA,10,1592,17,5188450,41855.59,17172.24
2015,55,1,PA,MDB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,65,1592,17,5188450,41855.59,4000.00
2017,55,3,PA,PSOL,ASSINATURA DE PUBLICAÇÕES,5,1592,17,5188450,41855.59,3021.04
2016,55,2,PA,PT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,68,1592,17,5188450,41855.59,4000.00
2018,55,4,PA,PL,TELEFONIA,34,1592,17,5188450,41855.59,18524.20
2018,55,4,PA,PT,TELEFONIA,68,1592,17,5188450,41855.59,13847.19
2018,55,4,PA,DEM,SERVIÇOS POSTAIS,21,1592,17,5188450,41855.59,853.66
2016,55,2,PA,CIDADANIA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10,1592,17,5188450,41855.59,8000.00
2016,55,2,PA,MDB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",65,1592,17,5188450,41855.59,77.75
2015,55,1,PA,PSOL,ASSESSORIA TÉCNICA/JURÍDICA,5,1592,17,5188450,41855.59,4500.00
2018,55,4,PA,PT,COMBUSTÍVEIS E LUBRIFICANTES,68,1592,17,5188450,41855.59,101909.94
2016,55,2,PA,PSD,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",36,1592,17,5188450,41855.59,2437.00
2016,55,2,PA,PL,COMBUSTÍVEIS E LUBRIFICANTES,34,1592,17,5188450,41855.59,61784.05
2017,55,3,PA,PODEMOS,MANUTENÇÃO DE ESCRITÓRIO,9,1592,17,5188450,41855.59,676.76
2017,55,3,PA,PSOL,MANUTENÇÃO DE ESCRITÓRIO,5,1592,17,5188450,41855.59,19664.58
2018,55,4,PA,PL,LOCAÇÃO DE AUTOMÓVEIS,34,1592,17,5188450,41855.59,119760.00
2016,55,2,PA,SOLIDARIEDADE,PASSAGEM AÉREA,15,1592,17,5188450,41855.59,260118.19
2018,55,4,PA,PSC,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",13,1592,17,5188450,41855.59,11857.00
2018,55,4,PA,PSC,TELEFONIA,13,1592,17,5188450,41855.59,5353.51
2017,55,3,PA,PL,MANUTENÇÃO DE ESCRITÓRIO,34,1592,17,5188450,41855.59,36476.25
2018,55,4,PA,PT,LOCAÇÃO DE AUTOMÓVEIS,68,1592,17,5188450,41855.59,124341.65
2016,55,2,PA,PSDB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,54,1592,17,5188450,41855.59,161000.00
2019,55,5,PA,PT,TELEFONIA,68,1592,17,5188450,41855.59,433.28
2015,55,1,PA,PSC,MANUTENÇÃO DE ESCRITÓRIO,13,1592,17,5188450,41855.59,7564.10
2015,55,1,PA,PL,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",34,1592,17,5188450,41855.59,768.50
2016,55,2,PA,PP,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",38,1592,17,5188450,41855.59,10858.24
2017,55,3,PA,SOLIDARIEDADE,TELEFONIA,15,1592,17,5188450,41855.59,1122.69
2015,55,1,PA,PSD,TELEFONIA,36,1592,17,5188450,41855.59,28074.83
2017,55,3,PA,PL,COMBUSTÍVEIS E LUBRIFICANTES,34,1592,17,5188450,41855.59,41259.18
2018,55,4,PA,PSD,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",36,1592,17,5188450,41855.59,7550.84
2017,55,3,PA,PSC,LOCAÇÃO OU FRETAMENTO DE AERONAVES,13,1592,17,5188450,41855.59,39400.00
2016,55,2,PA,PSD,PASSAGEM AÉREA,36,1592,17,5188450,41855.59,276433.70
2017,55,3,PA,CIDADANIA,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,10,1592,17,5188450,41855.59,1968.20
2016,55,2,PA,CIDADANIA,COMBUSTÍVEIS E LUBRIFICANTES,10,1592,17,5188450,41855.59,52011.62
2017,55,3,PA,MDB,ASSESSORIA TÉCNICA/JURÍDICA,65,1592,17,5188450,41855.59,188360.00
2016,55,2,PA,PP,MANUTENÇÃO DE ESCRITÓRIO,38,1592,17,5188450,41855.59,19370.50
2015,55,1,PA,PSDB,MANUTENÇÃO DE ESCRITÓRIO,54,1592,17,5188450,41855.59,75039.20
2016,55,2,PA,PTB,TELEFONIA,25,1592,17,5188450,41855.59,11143.12
2015,55,1,PA,PSDB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,1592,17,5188450,41855.59,60.00
2016,55,2,PA,PSC,SERVIÇOS POSTAIS,13,1592,17,5188450,41855.59,1727.53
2018,55,4,PA,SOLIDARIEDADE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,15,1592,17,5188450,41855.59,164300.00
2016,55,2,PA,CIDADANIA,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",10,1592,17,5188450,41855.59,481.00
2019,55,5,PA,PT,DIVULGAÇÃO MANDATO,68,1592,17,5188450,41855.59,55470.00
2015,55,1,PA,PP,LOCAÇÃO OU FRETAMENTO DE AERONAVES,38,1592,17,5188450,41855.59,17000.00
2018,55,4,PA,PL,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",34,1592,17,5188450,41855.59,1251.00
2016,55,2,PA,PODEMOS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,9,1592,17,5188450,41855.59,1262.84
2017,55,3,PA,MDB,LOCAÇÃO DE AUTOMÓVEIS,65,1592,17,5188450,41855.59,294330.00
2019,55,5,PA,PP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",38,1592,17,5188450,41855.59,464.00
2017,55,3,PA,PSD,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",36,1592,17,5188450,41855.59,2066.99
2016,55,2,PA,DEM,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",21,1592,17,5188450,41855.59,483.92
2018,55,4,PA,PSC,DIVULGAÇÃO MANDATO,13,1592,17,5188450,41855.59,5300.00
2016,55,2,PA,PODEMOS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",9,1592,17,5188450,41855.59,27.00
2018,55,4,PA,DEM,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,21,1592,17,5188450,41855.59,1502.74
2015,55,1,PA,PSDB,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,54,1592,17,5188450,41855.59,5133.64
2017,55,3,PA,CIDADANIA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10,1592,17,5188450,41855.59,40500.00
2017,55,3,PA,MDB,TELEFONIA,65,1592,17,5188450,41855.59,73745.77
2018,55,4,PA,PSOL,DIVULGAÇÃO MANDATO,5,1592,17,5188450,41855.59,228649.67
2017,55,3,PA,PT,TELEFONIA,68,1592,17,5188450,41855.59,22787.24
2019,55,5,PA,PT,PASSAGEM AÉREA,68,1592,17,5188450,41855.59,10646.13
2018,55,4,PA,PT,DIVULGAÇÃO MANDATO,68,1592,17,5188450,41855.59,303220.00
2015,55,1,PA,PL,MANUTENÇÃO DE ESCRITÓRIO,34,1592,17,5188450,41855.59,9317.80
2017,55,3,PA,DEM,ASSESSORIA TÉCNICA/JURÍDICA,21,1592,17,5188450,41855.59,1000.00
2017,55,3,PA,PSDB,MANUTENÇÃO DE ESCRITÓRIO,54,1592,17,5188450,41855.59,92311.17
2015,55,1,PA,PTB,TELEFONIA,25,1592,17,5188450,41855.59,11751.11
2019,55,5,PA,PSOL,LOCAÇÃO DE AUTOMÓVEIS,5,1592,17,5188450,41855.59,3500.00
2018,55,4,PA,DEM,TELEFONIA,21,1592,17,5188450,41855.59,14700.80
2016,55,2,PA,MDB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,65,1592,17,5188450,41855.59,5347.00
2015,55,1,PA,PSD,ASSESSORIA TÉCNICA/JURÍDICA,36,1592,17,5188450,41855.59,47000.00
2015,55,1,PA,PTB,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,25,1592,17,5188450,41855.59,72940.00
2018,55,4,PA,DEM,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",21,1592,17,5188450,41855.59,50.00
2016,55,2,PA,PP,ASSESSORIA TÉCNICA/JURÍDICA,38,1592,17,5188450,41855.59,187972.43
2015,55,1,PA,DEM,LOCAÇÃO DE AUTOMÓVEIS,21,1592,17,5188450,41855.59,92894.70
2018,55,4,PA,MDB,LOCAÇÃO DE AUTOMÓVEIS,65,1592,17,5188450,41855.59,306633.90
2016,55,2,PA,PSD,ASSINATURA DE PUBLICAÇÕES,36,1592,17,5188450,41855.59,620.20
2018,55,4,PA,PP,SERVIÇOS POSTAIS,38,1592,17,5188450,41855.59,922.61
2017,55,3,PA,SOLIDARIEDADE,PASSAGEM AÉREA,15,1592,17,5188450,41855.59,298074.47
2015,55,1,PA,PSC,LOCAÇÃO OU FRETAMENTO DE AERONAVES,13,1592,17,5188450,41855.59,15000.00
2017,55,3,PA,PSC,PASSAGEM AÉREA,13,1592,17,5188450,41855.59,265001.95
2017,55,3,PA,DEM,MANUTENÇÃO DE ESCRITÓRIO,21,1592,17,5188450,41855.59,47743.23
2018,55,4,PA,PL,LOCAÇÃO OU FRETAMENTO DE AERONAVES,34,1592,17,5188450,41855.59,11600.00
2019,55,5,PA,PSB,MANUTENÇÃO DE ESCRITÓRIO,34,1592,17,5188450,41855.59,101.55
2018,55,4,PA,PSD,LOCAÇÃO DE AUTOMÓVEIS,36,1592,17,5188450,41855.59,139303.56
2015,55,1,PA,PODEMOS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",9,1592,17,5188450,41855.59,17.50
2015,55,1,PA,PSDB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,1592,17,5188450,41855.59,212.45
2017,55,3,PA,SOLIDARIEDADE,SERVIÇOS POSTAIS,15,1592,17,5188450,41855.59,8473.26
2016,55,2,PA,MDB,ASSESSORIA TÉCNICA/JURÍDICA,65,1592,17,5188450,41855.59,48952.00
2019,55,5,PA,PSDB,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,54,1592,17,5188450,41855.59,784.25
2018,55,4,PA,CIDADANIA,LOCAÇÃO DE AUTOMÓVEIS,10,1592,17,5188450,41855.59,77935.00
2019,55,5,PA,PSDB,PASSAGEM AÉREA,54,1592,17,5188450,41855.59,12059.18
2018,55,4,PA,CIDADANIA,PASSAGEM AÉREA,10,1592,17,5188450,41855.59,128222.07
2016,55,2,PA,PT,PASSAGEM AÉREA,68,1592,17,5188450,41855.59,382276.13
2015,55,1,PA,PTB,ASSINATURA DE PUBLICAÇÕES,25,1592,17,5188450,41855.59,30.00
2018,55,4,PA,PSD,TELEFONIA,36,1592,17,5188450,41855.59,17765.06
2015,55,1,PA,DEM,MANUTENÇÃO DE ESCRITÓRIO,21,1592,17,5188450,41855.59,30486.89
2015,55,1,PA,MDB,LOCAÇÃO DE AUTOMÓVEIS,65,1592,17,5188450,41855.59,209955.00
2015,55,1,PA,PL,PASSAGEM AÉREA,34,1592,17,5188450,41855.59,201023.41
2016,55,2,PA,PSDB,TELEFONIA,54,1592,17,5188450,41855.59,44790.87
2019,55,5,PA,PTB,DIVULGAÇÃO MANDATO,25,1592,17,5188450,41855.59,40620.00
2018,55,4,PA,MDB,TELEFONIA,65,1592,17,5188450,41855.59,63610.08
2016,55,2,PA,DEM,SERVIÇOS POSTAIS,21,1592,17,5188450,41855.59,1890.81
2015,55,1,PA,PSC,DIVULGAÇÃO MANDATO,13,1592,17,5188450,41855.59,194926.00
2019,55,5,PA,PSC,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",13,1592,17,5188450,41855.59,100.90
2015,55,1,PA,PSD,LOCAÇÃO DE AUTOMÓVEIS,36,1592,17,5188450,41855.59,169393.03
2016,55,2,PA,PP,TELEFONIA,38,1592,17,5188450,41855.59,8942.02
2018,55,4,PA,PSOL,MANUTENÇÃO DE ESCRITÓRIO,5,1592,17,5188450,41855.59,25132.74
2016,55,2,PA,PT,COMBUSTÍVEIS E LUBRIFICANTES,68,1592,17,5188450,41855.59,99789.16
2017,55,3,PA,PP,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",38,1592,17,5188450,41855.59,87.89
2017,55,3,PA,MDB,DIVULGAÇÃO MANDATO,65,1592,17,5188450,41855.59,216900.00
2015,55,1,PA,DEM,TELEFONIA,21,1592,17,5188450,41855.59,11512.20
2019,55,5,PA,PSD,PASSAGEM AÉREA,36,1592,17,5188450,41855.59,21556.72
2019,55,5,PA,SOLIDARIEDADE,SERVIÇOS POSTAIS,15,1592,17,5188450,41855.59,1237.61
2015,55,1,PA,PSD,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,36,1592,17,5188450,41855.59,254.57
2015,55,1,PA,PSD,SERVIÇOS POSTAIS,36,1592,17,5188450,41855.59,4901.73
2015,55,1,PA,PTB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",25,1592,17,5188450,41855.59,4337.18
2018,55,4,PA,MDB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",65,1592,17,5188450,41855.59,1824.45
2017,55,3,PA,PSD,LOCAÇÃO DE AUTOMÓVEIS,36,1592,17,5188450,41855.59,220270.83
2018,55,4,PA,PSC,MANUTENÇÃO DE ESCRITÓRIO,13,1592,17,5188450,41855.59,7119.90
2015,55,1,PA,PL,SERVIÇOS POSTAIS,34,1592,17,5188450,41855.59,5680.05
2016,55,2,PA,PODEMOS,ASSESSORIA TÉCNICA/JURÍDICA,9,1592,17,5188450,41855.59,56300.00
2016,55,2,PA,PTB,ASSINATURA DE PUBLICAÇÕES,25,1592,17,5188450,41855.59,691.87
2015,55,1,PA,PSC,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",13,1592,17,5188450,41855.59,6947.28
2016,55,2,PA,PL,TELEFONIA,34,1592,17,5188450,41855.59,16902.95
2017,55,3,PA,MDB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,65,1592,17,5188450,41855.59,4500.00
2019,55,5,PA,MDB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,65,1592,17,5188450,41855.59,170.50
2016,55,2,PA,DEM,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",21,1592,17,5188450,41855.59,9628.03
2018,55,4,PA,CIDADANIA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10,1592,17,5188450,41855.59,33000.00
2016,55,2,PA,CIDADANIA,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",10,1592,17,5188450,41855.59,8.20
2018,55,4,PA,MDB,SERVIÇOS POSTAIS,65,1592,17,5188450,41855.59,12167.31
2017,55,3,PA,DEM,SERVIÇOS POSTAIS,21,1592,17,5188450,41855.59,3359.20
2018,55,4,PA,CIDADANIA,SERVIÇOS POSTAIS,10,1592,17,5188450,41855.59,1007.74
2017,55,3,PA,PSDB,LOCAÇÃO DE AUTOMÓVEIS,54,1592,17,5188450,41855.59,3600.00
2017,55,3,PA,PSC,LOCAÇÃO DE AUTOMÓVEIS,13,1592,17,5188450,41855.59,7839.98
2018,55,4,PA,PSDB,TELEFONIA,54,1592,17,5188450,41855.59,14286.54
2017,55,3,PA,PTB,ASSESSORIA TÉCNICA/JURÍDICA,25,1592,17,5188450,41855.59,50000.00
2016,55,2,PA,PSDB,SERVIÇOS POSTAIS,54,1592,17,5188450,41855.59,10497.62
2017,55,3,PA,PP,TELEFONIA,38,1592,17,5188450,41855.59,6780.50
2018,55,4,PA,PT,MANUTENÇÃO DE ESCRITÓRIO,68,1592,17,5188450,41855.59,37007.30
2015,55,1,PA,MDB,DIVULGAÇÃO MANDATO,65,1592,17,5188450,41855.59,387650.10
2019,55,5,PA,PTB,PASSAGEM AÉREA,25,1592,17,5188450,41855.59,4264.18
2017,55,3,PA,MDB,MANUTENÇÃO DE ESCRITÓRIO,65,1592,17,5188450,41855.59,68454.51
2016,55,2,PA,DEM,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,21,1592,17,5188450,41855.59,3381.77
2018,55,4,PA,CIDADANIA,MANUTENÇÃO DE ESCRITÓRIO,10,1592,17,5188450,41855.59,174314.99
2016,55,2,PA,SOLIDARIEDADE,LOCAÇÃO DE AUTOMÓVEIS,15,1592,17,5188450,41855.59,32700.00
2017,55,3,PA,DEM,COMBUSTÍVEIS E LUBRIFICANTES,21,1592,17,5188450,41855.59,67647.29
2018,55,4,PA,PT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,68,1592,17,5188450,41855.59,22500.00
2019,55,5,PA,CIDADANIA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10,1592,17,5188450,41855.59,9000.00
