"","ano","mes","legislatura","uf","partido","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"156100","2021","6","56","SC","PP",38,1314,16,5070212,39505.92,5200,"1456"
"172127","2021","7","56","SP","PSD",35,873,70,33040411,36671.67,2349.29,"1637"
"96984","2021","7","56","PE","PSD",35,1657,25,6570072,41304.94,182.55,"944"
"116269","2021","7","56","PR","PT",54,1081,30,7971087,38500,17899.21,"1013"
"91078","2021","7","56","PB","PP",38,1716,12,2867649,41660.7,19102.88,"815"
"94620","2021","7","56","PE","PL",33,1657,25,6570072,41304.94,2340,"904"
"679","2021","7","56","AC","UNIÃO",52,2246,8,547680,44260.6,7750,"9"
"76996","2021","7","56","MT","PT",54,873,8,2330281,39056.17,764.24,"719"
"128430","2021","8","56","RJ","UNIÃO",52,933,46,12408340,35388.11,1169.85,"1152"
"60864","2021","8","56","MG","MDB",34,624,53,15700966,35720.85,14412.95,"543"
"66403","2021","8","56","MG","AVANTE",7,624,53,15700966,35720.85,22049.56,"605"
"181361","2021","8","56","TO","PL",33,620,8,1039439,39131.75,5833.39,"1714"
"28438","2021","8","56","CE","UNIÃO",52,1687,22,6344483,42079.91,515.19,"295"
"103947","2021","8","56","PI","PP",38,1313,10,2370894,40599.91,24700,"973"
"60880","2021","8","56","MG","PSC",8,624,53,15700966,35720.85,907,"544"
"154648","2021","9","56","RS","REPUBLICANOS",30,1619,31,8354732,40504.04,400.7,"1464"
"43133","2021","9","56","GO","UNIÃO",52,173,17,4454497,35135.2,6722.31,"408"
"94051","2021","9","56","PE","PODEMOS",17,1657,25,6570072,41304.94,13168.33,"903"
"77623","2021","9","56","MT","REPUBLICANOS",30,873,8,2330281,39056.17,7226.72,"747"
"145313","2021","9","56","RS","PSB",32,1619,31,8354732,40504.04,4254.03,"1382"
"15139","2021","9","56","AP","REPUBLICANOS",30,1791,8,512110,43002.92,26000,"153"
"92792","2021","9","56","PE","PP",38,1657,25,6570072,41304.94,9400,"876"
"34507","2021","10","56","DF","PSB",32,0,8,2084356,30416.8,4019.23,"314"
"171934","2021","10","56","SP","PT",54,873,70,33040411,36671.67,9278.59,"1665"
"133863","2021","10","56","RN","MDB",34,1775,8,2373619,42360.13,2281.36,"1258"
"34866","2021","10","56","DF","PP",38,0,8,2084356,30416.8,850,"325"
"181736","2021","10","56","TO","PL",33,620,8,1039439,39131.75,379.73,"1744"
"12118","2021","10","56","AP","PSB",32,1791,8,512110,43002.92,1385.47,"139"
"129122","2021","10","56","RJ","MDB",34,933,46,12408340,35388.11,27500,"1185"
"167254","2021","10","56","SP","NOVO",8,873,70,33040411,36671.67,8012.2,"1606"
"65217","2021","11","56","MG","PDT",28,624,53,15700966,35720.85,25336.99,"581"
"82858","2021","11","56","PA","PL",33,1592,17,5499283,41855.59,14099.9,"784"
"76463","2021","11","56","MT","PP",38,873,8,2330281,39056.17,198.2,"696"
"90639","2021","11","56","PB","PP",38,1716,12,2867649,41660.7,698.43,"804"
"37498","2021","11","56","ES","PT",54,947,10,2754728,37052.05,190.93,"326"
"95212","2021","11","56","PE","MDB",34,1657,25,6570072,41304.94,4419.79,"906"
"173305","2021","11","56","SP","PT",54,873,70,33040411,36671.67,9905.47,"1625"
"130635","2021","12","56","RJ","PSD",35,933,46,12408340,35388.11,7172.61,"1061"
"129101","2021","12","56","RJ","NOVO",8,933,46,12408340,35388.11,558.65,"1031"
"45120","2021","12","56","GO","PSB",32,173,17,4454497,35135.2,233.24,"378"
"181734","2021","12","56","TO","PL",33,620,8,1039439,39131.75,101.81,"1559"
"43377","2021","12","56","GO","PSD",35,173,17,4454497,35135.2,15000,"340"
"156603","2021","12","56","SC","CIDADANIA",8,1314,16,5070212,39505.92,144.84,"1338"
"118615","2021","12","56","PR","PSB",32,1081,30,7971087,38500,1561.95,"958"
"96254","2022","1","56","PE","AVANTE",7,1657,25,6570072,41304.94,11881.88,"858"
"130880","2022","1","56","RJ","PSDB",29,933,46,12408340,35388.11,765.36,"1106"
"130395","2022","1","56","RJ","PSDB",29,933,46,12408340,35388.11,2457.06,"1092"
"50760","2022","1","56","MA","PL",33,1524,18,4537237,41779.83,5445.52,"425"
"92074","2022","1","56","PB","PSC",8,1716,12,2867649,41660.7,80.89,"783"
"140010","2022","1","56","RO","MDB",34,1900,8,1175733,43300.63,710,"1186"
"56705","2022","1","56","MA","PT",54,1524,18,4537237,41779.83,30650,"467"
"95532","2022","2","56","PE","PCdoB",10,1657,25,6570072,41304.94,3133.31,"917"
"77198","2022","2","56","MT","PP",38,873,8,2330281,39056.17,1105.04,"722"
"26966","2022","2","56","CE","PP",38,1687,22,6344483,42079.91,3232.04,"261"
"90419","2022","2","56","PB","PP",38,1716,12,2867649,41660.7,3984.87,"804"
"63955","2022","2","56","MG","PSC",8,624,53,15700966,35720.85,7742.49,"548"
"16866","2022","2","56","BA","PP",38,1060,39,10393170,38638.99,22500,"173"
"111162","2022","2","56","PR","PSB",32,1081,30,7971087,38500,1448.17,"1014"
"145442","2022","3","56","RS","PDT",28,1619,31,8354732,40504.04,2552.79,"1383"
"43315","2022","3","56","GO","PSB",32,173,17,4454497,35135.2,329.88,"395"
"132935","2022","3","56","RN","UNIÃO",52,1775,8,2373619,42360.13,11148.32,"1237"
"55249","2022","3","56","MA","PSB",32,1524,18,4537237,41779.83,10480.64,"473"
"127937","2022","3","56","RJ","PL",33,933,46,12408340,35388.11,3965.3,"1149"
"157452","2022","3","56","SC","CIDADANIA",8,1314,16,5070212,39505.92,6000,"1520"
"43364","2022","3","56","GO","MDB",34,173,17,4454497,35135.2,8299.09,"397"
"92644","2022","3","56","PB","REPUBLICANOS",30,1716,12,2867649,41660.7,379.06,"860"
"54642","2022","4","56","MA","PCdoB",10,1524,18,4537237,41779.83,7214.39,"458"
"63940","2022","4","56","MG","PL",33,624,53,15700966,35720.85,10059.62,"542"
"43456","2022","4","56","GO","UNIÃO",52,173,17,4454497,35135.2,9316.76,"386"
"83328","2022","4","56","PA","PSDB",29,1592,17,5499283,41855.59,1060.35,"788"
"141244","2022","4","56","RR","PSDB",29,2496,8,333464,45240.67,5500,"1301"
"142869","2022","4","56","RR","REDE",1,2496,8,333464,45240.67,12300,"1329"
"168186","2022","4","56","SP","PSC",8,873,70,33040411,36671.67,713.66,"1583"
"41215","2022","5","56","ES","PT",54,947,10,2754728,37052.05,329.93,"352"
"95957","2022","5","56","PE","REDE",1,1657,25,6570072,41304.94,2014.72,"942"
"141406","2022","5","56","RR","PSDB",29,2496,8,333464,45240.67,7655.78,"1325"
"28500","2022","5","56","CE","PDT",28,1687,22,6344483,42079.91,30913,"284"
"142536","2022","5","56","RR","UNIÃO",52,2496,8,333464,45240.67,4600,"1340"
"119539","2022","5","56","PR","PSDB",29,1081,30,7971087,38500,2000,"1112"
"117034","2022","5","56","PR","PT",54,1081,30,7971087,38500,134.22,"1064"
"155473","2022","6","56","RS","PDT",28,1619,31,8354732,40504.04,16669.1,"1338"
"27861","2022","6","56","CE","PP",38,1687,22,6344483,42079.91,5181.15,"251"
"66941","2022","6","56","MG","PV",4,624,53,15700966,35720.85,132.57,"554"
"15556","2022","6","56","AP","PP",38,1791,8,512110,43002.92,543.34,"132"
"117991","2022","6","56","PR","PSB",32,1081,30,7971087,38500,12786.47,"994"
"63752","2022","6","56","MG","PSDB",29,624,53,15700966,35720.85,123.94,"497"
"180417","2022","6","56","SP","PSB",32,873,70,33040411,36671.67,127.15,"1563"
"129546","2022","7","56","RJ","PCdoB",10,933,46,12408340,35388.11,19629.37,"1051"
"140984","2022","7","56","RR","REDE",1,2496,8,333464,45240.67,912.23,"1159"
"155213","2022","7","56","RS","PSD",35,1619,31,8354732,40504.04,16545.01,"1289"
"10235","2022","7","56","AM","PT",54,1932,8,2428098,43198.26,1233.33,"94"
"91240","2022","7","56","PB","PSC",8,1716,12,2867649,41660.7,8500,"736"
"142007","2022","7","56","RR","UNIÃO",52,2496,8,333464,45240.67,625.67,"1174"
"172402","2022","7","56","SP","REPUBLICANOS",30,873,70,33040411,36671.67,254.7,"1465"
"83660","2022","8","56","PA","PSB",32,1592,17,5499283,41855.59,5066.35,"665"
"74022","2022","8","56","MS","PSDB",29,878,8,1877982,40170.98,11153.14,"570"
"154180","2022","8","56","RS","REPUBLICANOS",30,1619,31,8354732,40504.04,19941.76,"1161"
"167947","2022","8","56","SP","PROS",8,873,70,33040411,36671.67,25500,"1305"
"83530","2022","8","56","PA","PTB",10,1592,17,5499283,41855.59,601.9,"663"
"28439","2022","8","56","CE","PL",33,1687,22,6344483,42079.91,1500,"237"
"68341","2022","9","56","MG","PSB",32,624,53,15700966,35720.85,6400,"473"
"119002","2022","9","56","PR","PROS",8,1081,30,7971087,38500,2510.75,"770"
"154600","2022","9","56","RS","PL",33,1619,31,8354732,40504.04,907.72,"981"
"158335","2022","9","56","SC","PT",54,1314,16,5070212,39505.92,395.61,"1029"
"5105","2022","9","56","AL","REPUBLICANOS",30,1485,9,2187967,40572.24,25000,"26"
"155212","2022","10","56","RS","PL",33,1619,31,8354732,40504.04,173.2,"1321"
"133057","2022","10","56","RN","MDB",34,1775,8,2373619,42360.13,15000,"1113"
"43106","2022","10","56","GO","PDT",28,173,17,4454497,35135.2,90.65,"361"
"76052","2022","10","56","MT","PT",54,873,8,2330281,39056.17,2380.16,"652"
"77626","2022","10","56","MT","MDB",34,873,8,2330281,39056.17,2573.25,"675"
"63948","2022","10","56","MG","UNIÃO",52,624,53,15700966,35720.85,6899.65,"511"
"60861","2022","10","56","MG","PT",54,624,53,15700966,35720.85,3644.86,"500"
"118085","2022","11","56","PR","CIDADANIA",8,1081,30,7971087,38500,1101.87,"987"
"41131","2022","11","56","ES","PTB",10,947,10,2754728,37052.05,2150,"330"
"60017","2022","11","56","MG","REPUBLICANOS",30,624,53,15700966,35720.85,16247.9,"488"
"129505","2022","11","56","RJ","PDT",28,933,46,12408340,35388.11,4233.73,"1080"
"182463","2022","11","56","TO","PP",38,620,8,1039439,39131.75,750,"1630"
"82457","2022","11","56","PA","UNIÃO",52,1592,17,5499283,41855.59,20000,"736"
"96874","2022","11","56","PE","PT",54,1657,25,6570072,41304.94,13208.32,"878"
"28483","2022","12","56","CE","PSB",32,1687,22,6344483,42079.91,21500,"260"
"126875","2022","12","56","RJ","PDT",28,933,46,12408340,35388.11,263.4,"992"
"64505","2022","12","56","MG","PSDB",29,624,53,15700966,35720.85,2500,"521"
"5580","2022","12","56","AL","PV",4,1485,9,2187967,40572.24,6000,"49"
"165867","2022","12","56","SE","UNIÃO",52,1292,8,1577058,39767.4,1262.03,"1396"
"43118","2022","12","56","GO","PT",54,173,17,4454497,35135.2,10837.49,"343"
"83488","2022","12","56","PA","PSDB",29,1592,17,5499283,41855.59,4500,"720"
"134250","2023","1","56","RN","PODEMOS",17,1775,8,2373619,42360.13,4389.69,"1065"
"73595","2023","1","56","MS","PSDB",29,878,8,1877982,40170.98,10292.19,"587"
"134802","2023","1","56","RN","PSB",32,1775,8,2373619,42360.13,203.71,"1075"
"127793","2023","1","56","RJ","MDB",34,933,46,12408340,35388.11,11000,"964"
"169010","2023","1","56","SP","MDB",34,873,70,33040411,36671.67,3504.98,"1379"
"91407","2023","1","56","PB","REPUBLICANOS",30,1716,12,2867649,41660.7,519.05,"700"
