"","ano","distancia","eleitores","valor","orig.id"
"13701","2018",1716,2835882,50400,"1591"
"10471","2018",624,15248681,1365.42,"1190"
"1734","2018",1932,2226891,961.81,"201"
"10054","2018",624,15248681,4500,"1103"
"25261","2018",873,31998432,11082.12,"2939"
"24392","2018",873,31998432,3545.78,"2830"
"21363","2018",1619,8392033,21287.03,"2498"
"13782","2018",1716,2835882,169000,"1606"
"10288","2018",624,15248681,1023.1,"1157"
"12607","2018",1592,5188450,1030.48,"1432"
"4325","2018",1687,6271554,29445.44,"524"
"25273","2018",873,31998432,53310.37,"2942"
"57","2018",2246,506724,36890,"12"
"6397","2018",947,2653536,6192.06,"762"
"24333","2018",873,31998432,4247.94,"2814"
"23057","2018",1314,4859324,90865.39,"2702"
"25234","2018",873,31998432,546974.23,"2932"
"24580","2018",873,31998432,27449.63,"2864"
"20365","2018",1900,1127154,308160,"2371"
"3206","2018",1060,10185417,1005.27,"352"
"24794","2018",873,31998432,198937.74,"2900"
"22889","2018",1314,4859324,239363.47,"2670"
"21419","2018",1619,8392033,27881,"2511"
"14658","2018",1657,6356307,25020.01,"1695"
"4551","2018",1687,6271554,9291.02,"569"
"15525","2018",1313,2345694,44528.58,"1829"
"176","2018",2246,506724,16000,"39"
"1937","2018",1791,455514,70500,"250"
"13760","2018",1716,2835882,107011.71,"1604"
"17535","2018",1081,7865950,161135,"2062"
"12525","2018",1592,5188450,25500,"1411"
"3255","2018",1060,10185417,246524.18,"363"
"6717","2018",173,4331733,108162.93,"773"
"26209","2018",620,996887,184.59,"3012"
"10847","2018",878,1818937,18118.43,"1239"
"14434","2018",1657,6356307,17532.13,"1638"
"3347","2018",1060,10185417,25656,"385"
"14631","2018",1657,6356307,6445.95,"1686"
"16108","2018",1081,7865950,720,"1914"
"6382","2018",947,2653536,27380.66,"754"
"8750","2018",624,15248681,360905.34,"1048"
"150","2018",2246,506724,171893.34,"34"
"13068","2018",1716,2835882,19796.21,"1531"
"4217","2018",1687,6271554,49780.38,"500"
"24498","2018",873,31998432,283849.85,"2847"
"14808","2018",1657,6356307,968,"1729"
"20166","2018",1900,1127154,38083.76,"2328"
"23683","2018",1292,1454165,132000,"2733"
"12824","2018",1592,5188450,33000,"1479"
"2961","2018",1060,10185417,525,"305"
"22486","2018",1619,8392033,11697.51,"2576"
"2995","2018",1060,10185417,224350,"312"
"12969","2018",1716,2835882,10288.81,"1512"
"22465","2018",1619,8392033,81421.66,"2568"
"5627","2018",0,1897677,188002.16,"685"
"17720","2018",933,12141145,8300.45,"2100"
"11386","2018",873,2189703,162.4,"1302"
"24521","2018",873,31998432,46476.6,"2853"
"18183","2018",933,12141145,34531.06,"2193"
"14485","2018",1657,6356307,141.65,"1653"
"19855","2018",1775,2327451,96757.02,"2312"
"7697","2018",1524,4497336,278740.7,"940"
"24237","2018",873,31998432,107010,"2791"
"13592","2018",1716,2835882,787.5,"1568"
"22292","2018",1619,8392033,11639.56,"2536"
"14930","2018",1657,6356307,89.7,"1759"
"14771","2018",1657,6356307,6206.07,"1717"
"10150","2018",624,15248681,62.88,"1114"
"1013","2018",1485,1995727,132406.72,"108"
"17977","2018",933,12141145,19183.06,"2146"
"4270","2018",1687,6271554,2231.3,"513"
"5802","2018",947,2653536,19540.3,"705"
"20895","2018",2496,299558,21903.78,"2408"
"20277","2018",1900,1127154,262100,"2350"
"8734","2018",624,15248681,252164.74,"1043"
"13689","2018",1716,2835882,3835.19,"1585"
"12694","2018",1592,5188450,14636.6,"1449"
"8516","2018",1524,4497336,159551.66,"998"
"10912","2018",878,1818937,109.84,"1248"
"10936","2018",878,1818937,108000,"1252"
"24767","2018",873,31998432,2934.11,"2896"
"20841","2018",2496,299558,4250.55,"2397"
"18320","2018",933,12141145,201900,"2219"
"24831","2018",873,31998432,22.4,"2905"
"25462","2018",873,31998432,22187.2,"2978"
"10383","2018",624,15248681,103336.87,"1176"
"4141","2018",1687,6271554,172425.03,"484"
"13115","2018",1716,2835882,95651.8,"1540"
"3086","2018",1060,10185417,215127.58,"335"
"3367","2018",1060,10185417,88713.59,"391"
"2941","2018",1060,10185417,458345.13,"302"
"4418","2018",1687,6271554,164000,"544"
"8639","2018",624,15248681,35929.45,"1023"
"6965","2018",173,4331733,17171.19,"816"
"7006","2018",173,4331733,1337.32,"828"
"1735","2018",1932,2226891,166000,"202"
"8491","2018",1524,4497336,1061,"994"
"16977","2018",1081,7865950,3597.67,"1937"
"17732","2018",933,12141145,2631.39,"2103"
"3109","2018",1060,10185417,612,"339"
"22380","2018",1619,8392033,804.03,"2548"
"25382","2018",873,31998432,20400,"2963"
"6713","2018",173,4331733,274,"771"
"17719","2018",933,12141145,169716.51,"2099"
"7195","2018",173,4331733,868,"872"
"3079","2018",1060,10185417,97147,"331"
"22377","2018",1619,8392033,14671.6,"2547"
"10917","2018",878,1818937,699.93,"1250"
"20237","2018",1900,1127154,52,"2341"
"7518","2018",1524,4497336,17011.47,"896"
"17773","2018",933,12141145,104020.5,"2113"
"21389","2018",1619,8392033,918300.19,"2502"
"13676","2018",1716,2835882,35020,"1581"
"8520","2018",1524,4497336,4428.76,"999"
"22946","2018",1314,4859324,36408,"2683"
"10433","2018",624,15248681,420226.66,"1185"
"8407","2018",1524,4497336,27407.28,"977"
"6769","2018",173,4331733,10710.38,"780"
"1292","2018",1932,2226891,7662.49,"156"
"13216","2018",1716,2835882,122550,"1563"
"4457","2018",1687,6271554,3297.54,"548"
"7759","2018",1524,4497336,125478.59,"950"
"17122","2018",1081,7865950,119136.16,"1969"
"14649","2018",1657,6356307,204591.46,"1690"
"19386","2018",1775,2327451,49450,"2278"
"4732","2018",1687,6271554,50,"608"
"4236","2018",1687,6271554,153430.52,"504"
"15988","2018",1313,2345694,9400,"1882"
"7587","2018",1524,4497336,10286.21,"911"
"1287","2018",1932,2226891,1479.6,"154"
"24440","2018",873,31998432,29207.91,"2838"
"22506","2018",1619,8392033,3650.84,"2583"
"17291","2018",1081,7865950,9628.72,"2000"
"4250","2018",1687,6271554,130800,"506"
"4441","2018",1687,6271554,167081.2,"547"
"10404","2018",624,15248681,24587.83,"1180"
"3624","2018",1060,10185417,6977.99,"432"
"14306","2018",1657,6356307,6033.9,"1617"
"1179","2018",1485,1995727,322.16,"140"
"15627","2018",1313,2345694,50670,"1850"
"21411","2018",1619,8392033,62164.49,"2508"
"5618","2018",0,1897677,1114.07,"682"
"11791","2018",873,2189703,25592,"1359"
"20867","2018",2496,299558,2490.57,"2401"
"26683","2018",620,996887,769.51,"3045"
"14431","2018",1657,6356307,197147.34,"1637"
"60","2018",2246,506724,54150,"13"
"25483","2018",873,31998432,331.24,"2985"
"7617","2018",1524,4497336,212000,"921"
"7236","2018",173,4331733,16500,"881"
"21356","2018",1619,8392033,144109.78,"2497"
"17267","2018",1081,7865950,1047.54,"1995"
"10186","2018",624,15248681,5097.06,"1123"
"7005","2018",173,4331733,36504,"827"
"12840","2018",1592,5188450,174314.99,"1484"
"3211","2018",1060,10185417,20337.6,"354"
"23786","2018",1292,1454165,135367.5,"2748"
"6404","2018",947,2653536,1801.5,"765"
"17104","2018",1081,7865950,73400,"1965"
"3655","2018",1060,10185417,174588.55,"443"
"15318","2018",1313,2345694,1560,"1792"
"4647","2018",1687,6271554,7640.74,"590"
"20953","2018",2496,299558,469.2,"2413"
"7613","2018",1524,4497336,43775,"919"
"4406","2018",1687,6271554,47936.4,"541"
"318","2018",2246,506724,150,"50"
"10187","2018",624,15248681,24271.56,"1124"
"12771","2018",1592,5188450,306633.9,"1468"
"2946","2018",1060,10185417,38632.3,"303"
"2969","2018",1060,10185417,6455.22,"306"
"12768","2018",1592,5188450,50,"1467"
"26212","2018",620,996887,8921.14,"3014"
"17169","2018",1081,7865950,17706.8,"1974"
"1369","2018",1932,2226891,135000,"174"
"10799","2018",878,1818937,3135,"1231"
"10144","2018",624,15248681,508080.26,"1113"
"3620","2018",1060,10185417,168821.16,"430"
"21295","2018",1619,8392033,387571.06,"2487"
"5940","2018",947,2653536,3000,"728"
"14764","2018",1657,6356307,1731.01,"1714"
"5261","2018",0,1897677,5976.1,"629"
"8800","2018",624,15248681,19728.55,"1058"
"8828","2018",624,15248681,134492.77,"1063"
"18000","2018",933,12141145,71419.07,"2149"
"21118","2018",2496,299558,367521.44,"2445"
"12780","2018",1592,5188450,139303.56,"1471"
"7114","2018",173,4331733,61837.98,"851"
"10952","2018",878,1818937,127000,"1255"
"14858","2018",1657,6356307,152885.1,"1742"
"10998","2018",878,1818937,282.83,"1265"
"23703","2018",1292,1454165,265.18,"2736"
"17347","2018",1081,7865950,240052.18,"2015"
"3626","2018",1060,10185417,117459.66,"434"
"17939","2018",933,12141145,933903.16,"2140"
"10556","2018",624,15248681,93704.12,"1205"
"6372","2018",947,2653536,10606.29,"750"
"5398","2018",0,1897677,40,"634"
"5800","2018",947,2653536,45670.32,"704"
"8440","2018",1524,4497336,36455.26,"983"
"12544","2018",1592,5188450,210699.41,"1417"
"17456","2018",1081,7865950,147.67,"2040"
"14835","2018",1657,6356307,166418,"1734"
"6824","2018",173,4331733,47090,"788"
"18005","2018",933,12141145,6222.59,"2151"
"10235","2018",624,15248681,4938.16,"1141"
"24734","2018",873,31998432,6118.67,"2891"
"4082","2018",1687,6271554,133550.9,"474"
"10290","2018",624,15248681,19401.27,"1158"
"16918","2018",1081,7865950,901.31,"1927"
"20282","2018",1900,1127154,83000.1,"2352"
"22761","2018",1314,4859324,21286.14,"2649"
"12828","2018",1592,5188450,1007.74,"1481"
"24647","2018",873,31998432,306321.54,"2875"
"5579","2018",0,1897677,102.5,"671"
"2998","2018",1060,10185417,5806.51,"313"
"5615","2018",0,1897677,68530,"681"
"17452","2018",1081,7865950,9361.31,"2038"
"22758","2018",1314,4859324,49765.49,"2647"
"24798","2018",873,31998432,40406.65,"2902"
"15924","2018",1313,2345694,19504.93,"1866"
"25472","2018",873,31998432,192527.4,"2982"
"8625","2018",624,15248681,250928.3,"1018"
"4809","2018",1687,6271554,16092.31,"621"
"20457","2018",1900,1127154,659.07,"2388"
"17033","2018",1081,7865950,55151.8,"1951"
"15952","2018",1313,2345694,354,"1871"
"24397","2018",873,31998432,12889.75,"2831"
"5789","2018",947,2653536,82500,"701"
"7179","2018",173,4331733,8520,"864"
"10013","2018",624,15248681,14751.1,"1095"
"14457","2018",1657,6356307,25088.6,"1645"
"1036","2018",1485,1995727,148,"112"
"10083","2018",624,15248681,17649.32,"1108"
"10931","2018",878,1818937,45393.57,"1251"
"18428","2018",933,12141145,71312.91,"2239"
"10828","2018",878,1818937,83463.25,"1235"
"17398","2018",1081,7865950,1648.53,"2029"
"23696","2018",1292,1454165,127628.24,"2735"
"6369","2018",947,2653536,185744,"749"
"14750","2018",1657,6356307,160944.57,"1710"
"6379","2018",947,2653536,70658.39,"753"
"15587","2018",1313,2345694,44870.32,"1844"
"6946","2018",173,4331733,6854.5,"811"
"22456","2018",1619,8392033,7141.13,"2564"
"5868","2018",947,2653536,37085.67,"716"
"6864","2018",173,4331733,44979,"794"
"8816","2018",624,15248681,5562.98,"1062"
"1408","2018",1932,2226891,4450,"188"
"5467","2018",0,1897677,16484.99,"648"
"26707","2018",620,996887,86,"3050"
"1860","2018",1791,455514,360,"231"
"10041","2018",624,15248681,3379.76,"1101"
"9892","2018",624,15248681,1490.24,"1069"
"5396","2018",0,1897677,14143.78,"633"
"6759","2018",173,4331733,17618.38,"779"
"17357","2018",1081,7865950,90786.4,"2019"
"3288","2018",1060,10185417,18847.37,"371"
"18090","2018",933,12141145,61795.02,"2170"
"9963","2018",624,15248681,226583.06,"1087"
"12546","2018",1592,5188450,2968.8,"1418"
"11731","2018",873,2189703,5172.3,"1345"
"13114","2018",1716,2835882,59.41,"1539"
"14758","2018",1657,6356307,196576.67,"1713"
"7499","2018",1524,4497336,31000,"891"
"18454","2018",933,12141145,335258.03,"2247"
"1104","2018",1485,1995727,20937.06,"128"
"17487","2018",1081,7865950,6138.88,"2048"
"24630","2018",873,31998432,14096.99,"2872"
"20288","2018",1900,1127154,186479.07,"2354"
"5390","2018",0,1897677,229216.8,"632"
"10294","2018",624,15248681,110166.66,"1160"
"23626","2018",1292,1454165,178.17,"2719"
"10293","2018",624,15248681,24394.06,"1159"
"22241","2018",1619,8392033,45056.05,"2527"
"11384","2018",873,2189703,100000,"1301"
"19861","2018",1775,2327451,386.89,"2313"
"19849","2018",1775,2327451,37301.32,"2307"
"13010","2018",1716,2835882,4691.98,"1520"
"22911","2018",1314,4859324,3050.78,"2675"
"17766","2018",933,12141145,11968.74,"2112"
"24888","2018",873,31998432,211616.15,"2920"
"4150","2018",1687,6271554,525590.51,"486"
"17339","2018",1081,7865950,521.03,"2013"
"2048","2018",1791,455514,1652.06,"277"
"15544","2018",1313,2345694,6864.75,"1834"
"4655","2018",1687,6271554,19.8,"593"
"10220","2018",624,15248681,6613.83,"1137"
"23975","2018",1292,1454165,60155.16,"2781"
"12532","2018",1592,5188450,187597.42,"1413"
"14602","2018",1657,6356307,10335.86,"1679"
"22672","2018",1314,4859324,2804.2,"2625"
"65","2018",2246,506724,317892.89,"16"
"20981","2018",2496,299558,50573.33,"2417"
"12927","2018",1716,2835882,207778.83,"1498"
"10469","2018",624,15248681,14548.41,"1189"
"25399","2018",873,31998432,71078.29,"2966"
"976","2018",1485,1995727,700,"97"
"5750","2018",947,2653536,55133.55,"691"
"22753","2018",1314,4859324,1884.01,"2646"
"17640","2018",933,12141145,58202.6,"2084"
"7691","2018",1524,4497336,88000,"936"
"17142","2018",1081,7865950,41400,"1971"
"21102","2018",2496,299558,22902.37,"2440"
"9906","2018",624,15248681,38333.34,"1071"
"20524","2018",2496,299558,175000,"2392"
"20888","2018",2496,299558,71650,"2405"
"3353","2018",1060,10185417,20000,"387"
"14753","2018",1657,6356307,3260,"1711"
"10558","2018",624,15248681,325768,"1206"
"17817","2018",933,12141145,44503,"2120"
"26139","2018",620,996887,17320.95,"2996"
"23121","2018",1314,4859324,213.34,"2715"
"22510","2018",1619,8392033,256849.32,"2584"
"13222","2018",1716,2835882,15379.61,"1565"
"4799","2018",1687,6271554,269.48,"619"
"13683","2018",1716,2835882,463.8,"1583"
"4289","2018",1687,6271554,17509.87,"518"
"15584","2018",1313,2345694,5113.64,"1843"
"18508","2018",933,12141145,29310.35,"2260"
"1749","2018",1932,2226891,11133.83,"206"
"24287","2018",873,31998432,762273.01,"2800"
"23779","2018",1292,1454165,3767.99,"2746"
"8334","2018",1524,4497336,25054.28,"961"
"3643","2018",1060,10185417,899.12,"440"
"2081","2018",1791,455514,18453,"282"
"1361","2018",1932,2226891,126819.8,"171"
"17663","2018",933,12141145,138032.37,"2087"
"14953","2018",1657,6356307,11872.71,"1764"
"15519","2018",1313,2345694,34466.4,"1827"
"8756","2018",624,15248681,158106.54,"1049"
"22562","2018",1619,8392033,3286.52,"2596"
"22639","2018",1314,4859324,6012.21,"2620"
"10224","2018",624,15248681,79200,"1138"
"23055","2018",1314,4859324,172923.8,"2700"
"1884","2018",1791,455514,97566,"240"
"17686","2018",933,12141145,164179.93,"2092"
"22511","2018",1619,8392033,26962.02,"2585"
"21107","2018",2496,299558,17229,"2442"
"11740","2018",873,2189703,6800,"1347"
"286","2018",2246,506724,25805.2,"45"
"12942","2018",1716,2835882,110518.17,"1502"
"12876","2018",1592,5188450,146805.9,"1489"
"15358","2018",1313,2345694,55167,"1804"
"17390","2018",1081,7865950,3030,"2025"
"21109","2018",2496,299558,1340,"2443"
"7120","2018",173,4331733,19692.44,"854"
"22944","2018",1314,4859324,244.48,"2682"
"17225","2018",1081,7865950,3243.77,"1986"
"8453","2018",1524,4497336,18686.09,"988"
"14985","2018",1657,6356307,97137.74,"1771"
"12402","2018",1592,5188450,121460,"1392"
"15521","2018",1313,2345694,255010.02,"1828"
"18431","2018",933,12141145,160373.2,"2240"
"3664","2018",1060,10185417,8059.14,"446"
"4670","2018",1687,6271554,9000,"597"
"18185","2018",933,12141145,55730.44,"2195"
"23931","2018",1292,1454165,14088.08,"2772"
"9965","2018",624,15248681,4254.25,"1088"
"20390","2018",1900,1127154,336,"2375"
"20322","2018",1900,1127154,28974.41,"2361"
"10803","2018",878,1818937,69188.87,"1232"
"8667","2018",624,15248681,4209.45,"1031"
"11172","2018",873,2189703,114514.6,"1276"
"17798","2018",933,12141145,84042.28,"2117"
"93","2018",2246,506724,80085,"21"
"4560","2018",1687,6271554,17700,"570"
"17230","2018",1081,7865950,1930.63,"1987"
"3425","2018",1060,10185417,750,"405"
"22406","2018",1619,8392033,128546.76,"2555"
"12476","2018",1592,5188450,23000,"1405"
"10356","2018",624,15248681,173452.31,"1173"
"3325","2018",1060,10185417,652093.34,"378"
"1366","2018",1932,2226891,28283.38,"173"
"12518","2018",1592,5188450,59646.07,"1410"
"6366","2018",947,2653536,19450,"748"
"22709","2018",1314,4859324,40795.8,"2638"
"1338","2018",1932,2226891,106646,"164"
"6913","2018",173,4331733,64315.5,"802"
"8374","2018",1524,4497336,300000,"971"
"17421","2018",1081,7865950,102690.99,"2032"
"2102","2018",1791,455514,194716.5,"288"
"3080","2018",1060,10185417,78342.04,"332"
"583","2018",2246,506724,14420.93,"60"
"14344","2018",1657,6356307,226554.3,"1621"
"11706","2018",873,2189703,55149.76,"1337"
"19466","2018",1775,2327451,69851.14,"2290"
"11387","2018",873,2189703,1870.28,"1303"
"24637","2018",873,31998432,439.18,"2873"
"8689","2018",624,15248681,831.52,"1037"
"1305","2018",1932,2226891,76113.92,"158"
"14418","2018",1657,6356307,36574.27,"1634"
"6714","2018",173,4331733,167460,"772"
"18025","2018",933,12141145,7975.02,"2157"
"23663","2018",1292,1454165,92108.69,"2726"
"17441","2018",1081,7865950,6696,"2034"
"11792","2018",873,2189703,76870,"1360"
"24820","2018",873,31998432,225808.11,"2904"
"5773","2018",947,2653536,87409.4,"696"
"14851","2018",1657,6356307,155023,"1738"
"18499","2018",933,12141145,2662.38,"2256"
"20262","2018",1900,1127154,508.1,"2346"
"3551","2018",1060,10185417,10903.46,"418"
"8380","2018",1524,4497336,114820,"972"
"20276","2018",1900,1127154,83124.74,"2349"
"1891","2018",1791,455514,29745.47,"241"
"18300","2018",933,12141145,30000,"2217"
"24312","2018",873,31998432,115.42,"2810"
"11721","2018",873,2189703,19940,"1341"
"12367","2018",1592,5188450,296939.5,"1382"
"12958","2018",1716,2835882,15000,"1507"
"8657","2018",624,15248681,2485.35,"1028"
"24331","2018",873,31998432,332266.53,"2813"
"22520","2018",1619,8392033,97505,"2587"
"10403","2018",624,15248681,1849.52,"1179"
"14622","2018",1657,6356307,81866.66,"1685"
"22409","2018",1619,8392033,48975,"2556"
"11424","2018",873,2189703,40,"1312"
"18099","2018",933,12141145,72889.77,"2171"
"8466","2018",1524,4497336,95000,"989"
"24908","2018",873,31998432,218673.41,"2924"
"15330","2018",1313,2345694,34218.64,"1797"
"20273","2018",1900,1127154,14330.95,"2347"
"3155","2018",1060,10185417,88000,"344"
"20223","2018",1900,1127154,15708.97,"2338"
"3399","2018",1060,10185417,22055.04,"395"
"23848","2018",1292,1454165,10018.99,"2759"
"5568","2018",0,1897677,120.5,"669"
"12408","2018",1592,5188450,182262.49,"1393"
"592","2018",2246,506724,64250,"64"
"10948","2018",878,1818937,94294.28,"1254"
"14718","2018",1657,6356307,920.19,"1703"
"16079","2018",1081,7865950,34669.68,"1907"
"17536","2018",1081,7865950,31759.18,"2063"
"12383","2018",1592,5188450,14000,"1388"
"8813","2018",624,15248681,431.89,"1061"
"8643","2018",624,15248681,1657.22,"1024"
"1010","2018",1485,1995727,5121.02,"106"
"18502","2018",933,12141145,116900.59,"2259"
"4731","2018",1687,6271554,230083.99,"607"
"26168","2018",620,996887,159.15,"3002"
"17087","2018",1081,7865950,28918.39,"1961"
"10200","2018",624,15248681,609246.94,"1128"
"17474","2018",1081,7865950,187351.59,"2046"
"20896","2018",2496,299558,48000,"2409"
"6305","2018",947,2653536,2813.95,"738"
"12941","2018",1716,2835882,32902.69,"1501"
"1375","2018",1932,2226891,22813.52,"176"
"25420","2018",873,31998432,3082.49,"2971"
"8540","2018",1524,4497336,357000,"1003"
"17494","2018",1081,7865950,350,"2049"
"13164","2018",1716,2835882,29870.32,"1549"
"15344","2018",1313,2345694,27250,"1800"
"10218","2018",624,15248681,600846.28,"1135"
"17743","2018",933,12141145,24210.85,"2106"
"170","2018",2246,506724,1920.35,"38"
"6822","2018",173,4331733,455.02,"787"
"1433","2018",1932,2226891,93.69,"194"
"18491","2018",933,12141145,1161.34,"2254"
"8350","2018",1524,4497336,13845.5,"965"
"607","2018",2246,506724,358369.75,"67"
"24283","2018",873,31998432,3540,"2799"
"10302","2018",624,15248681,159255.82,"1164"
"6940","2018",173,4331733,11781.87,"809"
"24371","2018",873,31998432,157856.33,"2826"
"13727","2018",1716,2835882,151412.97,"1598"
"3716","2018",1060,10185417,27720.95,"453"
"3077","2018",1060,10185417,82441.95,"330"
"16948","2018",1081,7865950,120078.06,"1931"
"5233","2018",0,1897677,1279.42,"624"
"8386","2018",1524,4497336,123850,"973"
"10867","2018",878,1818937,214.3,"1244"
"14776","2018",1657,6356307,41861.11,"1719"
"22613","2018",1314,4859324,500,"2611"
"26674","2018",620,996887,2266.64,"3044"
"19832","2018",1775,2327451,42284.15,"2304"
"10241","2018",624,15248681,120,"1142"
"19424","2018",1775,2327451,108461.34,"2284"
"12705","2018",1592,5188450,853.66,"1453"
"6964","2018",173,4331733,85672,"815"
"7132","2018",173,4331733,1722,"856"
"1397","2018",1932,2226891,137400,"183"
"14598","2018",1657,6356307,28456.64,"1675"
"18406","2018",933,12141145,19211.3,"2234"
"26705","2018",620,996887,40873.86,"3049"
"14361","2018",1657,6356307,181049.9,"1623"
"7628","2018",1524,4497336,28443.81,"923"
"860","2018",1485,1995727,866.75,"71"
"12365","2018",1592,5188450,202150,"1381"
"24380","2018",873,31998432,2821.49,"2828"
"4135","2018",1687,6271554,40506.06,"482"
"16092","2018",1081,7865950,50970.63,"1911"
"9945","2018",624,15248681,77573.75,"1081"
"5475","2018",0,1897677,8618.56,"649"
"17495","2018",1081,7865950,271891.28,"2050"
"13141","2018",1716,2835882,3127.43,"1546"
"20439","2018",1900,1127154,3419.32,"2385"
"14923","2018",1657,6356307,65633.34,"1757"
"6709","2018",173,4331733,34.8,"770"
"23953","2018",1292,1454165,51415.88,"2776"
"18424","2018",933,12141145,5936.74,"2237"
"24592","2018",873,31998432,41645.83,"2866"
"23630","2018",1292,1454165,93980,"2720"
"12625","2018",1592,5188450,185000,"1436"
"1384","2018",1932,2226891,168855.07,"178"
"21266","2018",1619,8392033,12941.49,"2482"
"5507","2018",0,1897677,18484.45,"658"
"4503","2018",1687,6271554,1250,"561"
"25300","2018",873,31998432,12087.87,"2949"
"4248","2018",1687,6271554,15700,"505"
"26709","2018",620,996887,23400,"3052"
"18100","2018",933,12141145,114235.71,"2172"
"10277","2018",624,15248681,5400.6,"1152"
"17532","2018",1081,7865950,114207.54,"2060"
"24575","2018",873,31998432,162556.25,"2863"
"10213","2018",624,15248681,448.53,"1132"
"4735","2018",1687,6271554,4846.2,"609"
"3222","2018",1060,10185417,726.38,"357"
"11717","2018",873,2189703,151500,"1340"
"15459","2018",1313,2345694,150,"1824"
"63","2018",2246,506724,1005,"15"
"24572","2018",873,31998432,36270,"2861"
"23660","2018",1292,1454165,59525.41,"2725"
"12716","2018",1592,5188450,11857,"1456"
"22971","2018",1314,4859324,267490.85,"2687"
"10839","2018",878,1818937,8446.2,"1238"
"17740","2018",933,12141145,9554.63,"2105"
"24782","2018",873,31998432,29790.18,"2898"
"11365","2018",873,2189703,22094.23,"1294"
"26163","2018",620,996887,952.71,"3001"
"10314","2018",624,15248681,323026.73,"1166"
"21347","2018",1619,8392033,151689.5,"2493"
"23883","2018",1292,1454165,4132.8,"2762"
"21407","2018",1619,8392033,66314.04,"2507"
"15100","2018",1657,6356307,2450.56,"1790"
"13686","2018",1716,2835882,40330.14,"1584"
"8745","2018",624,15248681,4787.5,"1046"
"5632","2018",0,1897677,7579.05,"687"
"15401","2018",1313,2345694,144000,"1813"
"24628","2018",873,31998432,23411.21,"2871"
"24303","2018",873,31998432,64775.67,"2806"
"4749","2018",1687,6271554,118894.14,"612"
"17069","2018",1081,7865950,152300,"1957"
"22783","2018",1314,4859324,49500,"2653"
"8664","2018",624,15248681,56613.48,"1030"
"3514","2018",1060,10185417,19915.7,"408"
"4316","2018",1687,6271554,2501.03,"523"
"23872","2018",1292,1454165,152400,"2761"
"17470","2018",1081,7865950,144536.74,"2045"
"22521","2018",1619,8392033,4887.4,"2588"
"11347","2018",873,2189703,749.04,"1290"
"25376","2018",873,31998432,47566.33,"2959"
"12860","2018",1592,5188450,24000,"1486"
"20398","2018",1900,1127154,5888.9,"2378"
"10348","2018",624,15248681,15,"1171"
"2091","2018",1791,455514,19000,"285"
"12924","2018",1716,2835882,714.69,"1497"
"24310","2018",873,31998432,25340,"2809"
"4168","2018",1687,6271554,3720.2,"490"
"26218","2018",620,996887,1789,"3016"
"4612","2018",1687,6271554,95027.51,"583"
"15005","2018",1657,6356307,10000,"1777"
"14965","2018",1657,6356307,5699,"1767"
"5410","2018",0,1897677,1851.18,"636"
"24784","2018",873,31998432,3017.7,"2899"
"7741","2018",1524,4497336,405140,"945"
"12955","2018",1716,2835882,87200,"1506"
"19439","2018",1775,2327451,13056.03,"2288"
"17274","2018",1081,7865950,34265.94,"1999"
"25295","2018",620,996887,2590.76,"2948"
"21392","2018",1619,8392033,44861.39,"2504"
"15368","2018",1313,2345694,9800,"1805"
"5769","2018",947,2653536,487.75,"695"
"968","2018",1485,1995727,12507.65,"93"
"17466","2018",1081,7865950,35628.1,"2044"
"14396","2018",1657,6356307,93600,"1633"
"8809","2018",624,15248681,175550,"1060"
"13003","2018",1716,2835882,1323.97,"1518"
"13625","2018",1716,2835882,82000,"1574"
"5252","2018",0,1897677,62.67,"627"
"25338","2018",873,31998432,89641.45,"2954"
"17710","2018",933,12141145,5099.87,"2097"
"1071","2018",1485,1995727,3293.16,"122"
"22587","2018",1619,8392033,11663.98,"2604"
"25446","2018",873,31998432,16489.68,"2975"
"24341","2018",873,31998432,823.8,"2817"
"1954","2018",1791,455514,8908.9,"253"
"24843","2018",873,31998432,5507.05,"2910"
"4744","2018",1687,6271554,86.55,"611"
"10762","2018",878,1818937,48000,"1222"
"25471","2018",873,31998432,27972.13,"2981"
"1376","2018",1932,2226891,45500,"177"
"26747","2018",620,996887,8862.93,"3060"
"5257","2018",0,1897677,5093.33,"628"
"26637","2018",620,996887,17006.36,"3038"
"17878","2018",933,12141145,679617.32,"2134"
"23762","2018",1292,1454165,13501.67,"2745"
"7159","2018",173,4331733,92229.63,"861"
"13785","2018",1716,2835882,1190.5,"1608"
"7657","2018",1524,4497336,12991.57,"932"
"5915","2018",947,2653536,82000,"725"
"12312","2018",1592,5188450,589.54,"1369"
"17114","2018",1081,7865950,23915.3,"1967"
"8655","2018",624,15248681,16663.54,"1027"
"2912","2018",1060,10185417,822.3,"298"
"10967","2018",878,1818937,57240.5,"1260"
"23112","2018",1314,4859324,2475.99,"2711"
"22489","2018",1619,8392033,140976,"2577"
"11708","2018",873,2189703,108789.71,"1338"
"20304","2018",1900,1127154,33512.94,"2358"
"19328","2018",1775,2327451,360,"2266"
"22582","2018",1619,8392033,45845.43,"2603"
"2086","2018",1791,455514,678.3,"284"
"1835","2018",1791,455514,6819.39,"229"
"12462","2018",1592,5188450,70286.63,"1401"
"22853","2018",1314,4859324,281.78,"2667"
"13042","2018",1716,2835882,97000,"1524"
"25249","2018",873,31998432,3092.97,"2936"
"160","2018",2246,506724,415701.4,"36"
"21442","2018",1619,8392033,40434.54,"2514"
