"","ano","distancia","eleitores","valor","orig.id"
"24863","2018",873,31998432,17321.17,"2915"
"4538","2018",1687,6271554,321371.73,"567"
"4352","2018",1687,6271554,262832.09,"528"
"10559","2018",624,15248681,260108.87,"1207"
"21073","2018",2496,299558,866,"2434"
"13168","2018",1716,2835882,2167.88,"1550"
"24835","2018",873,31998432,143639.97,"2907"
"2001","2018",1791,455514,129000.03,"266"
"20172","2018",1900,1127154,3468.22,"2329"
"22748","2018",1314,4859324,42631.11,"2644"
"18198","2018",933,12141145,8608.1,"2201"
"20467","2018",1900,1127154,3139.05,"2390"
"17016","2018",1081,7865950,723.87,"1948"
"4709","2018",1687,6271554,11889.62,"604"
"20274","2018",1900,1127154,48000,"2348"
"17593","2018",1081,7865950,151666.37,"2073"
"17542","2018",1081,7865950,22412.88,"2065"
"7658","2018",1524,4497336,100,"933"
"26162","2018",620,996887,2390,"3000"
"13784","2018",1716,2835882,2488.8,"1607"
"11322","2018",873,2189703,68960.19,"1284"
"24850","2018",873,31998432,68628.5,"2911"
"16921","2018",1081,7865950,50015.5,"1928"
"17397","2018",1081,7865950,9500,"2028"
"3405","2018",1060,10185417,37850.56,"397"
"11395","2018",873,2189703,60838.55,"1306"
"11205","2018",873,2189703,2041.18,"1281"
"14887","2018",1657,6356307,1927.02,"1747"
"1780","2018",1932,2226891,60050,"215"
"12429","2018",1592,5188450,38400,"1396"
"15957","2018",1313,2345694,94403.2,"1873"
"8495","2018",1524,4497336,39500,"995"
"4094","2018",1687,6271554,79925,"476"
"17351","2018",1081,7865950,12379.56,"2016"
"7757","2018",1524,4497336,116140.64,"949"
"20345","2018",1900,1127154,27041.06,"2366"
"15614","2018",1313,2345694,640,"1848"
"8419","2018",1524,4497336,1287.5,"979"
"15563","2018",1313,2345694,27270.24,"1837"
"3585","2018",1060,10185417,16248.49,"423"
"1185","2018",1485,1995727,4885.05,"143"
"19897","2018",1775,2327451,5933.77,"2325"
"9925","2018",624,15248681,57225.24,"1075"
"24314","2018",873,31998432,21045.57,"2811"
"4601","2018",1687,6271554,5490.62,"578"
"15059","2018",1657,6356307,4789,"1785"
"15445","2018",1313,2345694,3552,"1822"
"18405","2018",933,12141145,110988.89,"2233"
"8630","2018",624,15248681,301990.73,"1021"
"20994","2018",2496,299558,37106.4,"2418"
"12537","2018",1592,5188450,3603.58,"1414"
"1174","2018",1485,1995727,119991.17,"138"
"1764","2018",1932,2226891,204342.4,"210"
"14795","2018",1657,6356307,123800,"1724"
"19467","2018",1775,2327451,4150.3,"2291"
"21124","2018",2496,299558,20760,"2447"
"7083","2018",173,4331733,129,"845"
"22438","2018",1619,8392033,6399.8,"2562"
"4384","2018",1687,6271554,94877.38,"538"
"24873","2018",873,31998432,129764.52,"2916"
"26248","2018",620,996887,60000,"3023"
"18124","2018",933,12141145,5000,"2180"
"17012","2018",1081,7865950,99000,"1947"
"7525","2018",1524,4497336,934,"897"
"10160","2018",624,15248681,19302.4,"1116"
"12886","2018",1592,5188450,55041.94,"1492"
"1006","2018",1485,1995727,78965.56,"104"
"17309","2018",1081,7865950,45437.99,"2006"
"7192","2018",173,4331733,140186.21,"871"
"3639","2018",1060,10185417,96815,"437"
"14864","2018",1657,6356307,488,"1744"
"10903","2018",878,1818937,2205,"1247"
"4708","2018",1687,6271554,10772.5,"603"
"22934","2018",1314,4859324,24450,"2680"
"17146","2018",1081,7865950,44727.13,"1972"
"7602","2018",1524,4497336,3392.36,"915"
"2023","2018",1791,455514,24333.16,"269"
"10419","2018",624,15248681,15688.11,"1181"
"20977","2018",2496,299558,8500,"2416"
"24623","2018",873,31998432,22339.52,"2869"
"5581","2018",0,1897677,39989.55,"672"
"21170","2018",1619,8392033,3170.35,"2461"
"26702","2018",620,996887,25000,"3048"
"26716","2018",620,996887,190824,"3055"
"18184","2018",933,12141145,1660.57,"2194"
"14650","2018",1657,6356307,2931.71,"1691"
"1362","2018",1932,2226891,261181.62,"172"
"1811","2018",1791,455514,46500,"222"
"3327","2018",1060,10185417,23011.34,"380"
"17195","2018",1081,7865950,855.33,"1983"
"2038","2018",1791,455514,33279.16,"274"
"2115","2018",1791,455514,63567.6,"289"
"11667","2018",873,2189703,19586.97,"1326"
"26178","2018",620,996887,141349.9,"3005"
"10215","2018",624,15248681,99290.75,"1133"
"14836","2018",1657,6356307,4638.92,"1735"
"15966","2018",1313,2345694,19500,"1875"
"17315","2018",1081,7865950,123523.81,"2009"
"3091","2018",1060,10185417,77277.18,"336"
"10272","2018",624,15248681,298185.38,"1149"
"24360","2018",873,31998432,52955.54,"2822"
"12385","2018",1592,5188450,2980.53,"1389"
"24836","2018",873,31998432,92369.52,"2908"
"11220","2018",873,2189703,4161.22,"1283"
"5499","2018",0,1897677,231000,"654"
"22563","2018",1619,8392033,184888.49,"2597"
"21222","2018",1619,8392033,9918.73,"2469"
"20325","2018",1900,1127154,1144.91,"2363"
"1343","2018",1932,2226891,867.72,"167"
"25498","2018",873,31998432,78721.56,"2991"
"14531","2018",1657,6356307,98959,"1663"
"10331","2018",624,15248681,47912.43,"1169"
"13576","2018",1716,2835882,93713,"1567"
"26630","2018",620,996887,450.85,"3035"
"1773","2018",1932,2226891,3122.98,"213"
"21236","2018",1619,8392033,3802.1,"2471"
"3675","2018",1060,10185417,12838.8,"447"
"17854","2018",933,12141145,115923.85,"2131"
"19402","2018",1775,2327451,22976.7,"2282"
"13702","2018",1716,2835882,88966.84,"1592"
"22821","2018",1314,4859324,10000,"2659"
"12319","2018",1592,5188450,9990,"1370"
"2934","2018",1060,10185417,124054.92,"301"
"6995","2018",173,4331733,50599,"822"
"22458","2018",1619,8392033,1455.85,"2565"
"17057","2018",1081,7865950,839.42,"1955"
"24705","2018",873,31998432,4661.25,"2885"
"22708","2018",1314,4859324,21871.55,"2637"
"3245","2018",1060,10185417,152665,"361"
"11374","2018",873,2189703,9593.56,"1297"
"2040","2018",1791,455514,101692.36,"275"
"7183","2018",173,4331733,108255,"867"
"7505","2018",1524,4497336,24393.89,"892"
"10173","2018",624,15248681,140977.84,"1122"
"22905","2018",1314,4859324,29968.98,"2674"
"22629","2018",1314,4859324,83591.5,"2617"
"26215","2018",620,996887,4500,"3015"
"130","2018",2246,506724,15000,"31"
"6969","2018",173,4331733,3380.65,"818"
"21405","2018",1619,8392033,375449.25,"2506"
"21147","2018",2496,299558,52.65,"2453"
"19479","2018",1775,2327451,3288.65,"2294"
"14991","2018",1657,6356307,223.39,"1773"
"1806","2018",1932,2226891,7278.2,"220"
"17525","2018",1081,7865950,45970.28,"2059"
"18023","2018",933,12141145,6105.07,"2156"
"14959","2018",1657,6356307,333.85,"1766"
"5444","2018",0,1897677,3150.66,"643"
"18249","2018",933,12141145,78420.33,"2207"
"1862","2018",1791,455514,99330,"232"
"19877","2018",1775,2327451,100900,"2319"
"19863","2018",1775,2327451,10844.22,"2314"
"18187","2018",933,12141145,2590.4,"2196"
"22611","2018",1314,4859324,183330.51,"2610"
"10296","2018",624,15248681,167581.35,"1161"
"12704","2018",1592,5188450,13847.19,"1452"
"22814","2018",1314,4859324,36600,"2658"
"15967","2018",1313,2345694,8466.9,"1876"
"4188","2018",1687,6271554,17,"494"
"5267","2018",0,1897677,630.5,"631"
"19310","2018",1775,2327451,130009.4,"2264"
"1863","2018",1791,455514,86437.34,"233"
"16005","2018",1081,7865950,73411.76,"1885"
"4412","2018",1687,6271554,5379.77,"543"
"23960","2018",1292,1454165,107508,"2777"
"9562","2018",624,15248681,66800,"1067"
"305","2018",2246,506724,410176.43,"48"
"6782","2018",173,4331733,23232.38,"783"
"20204","2018",1900,1127154,1173.45,"2335"
"22597","2018",1619,8392033,315.01,"2608"
"917","2018",1485,1995727,24738.11,"84"
"8487","2018",1524,4497336,264.3,"992"
"4646","2018",1687,6271554,75000,"589"
"11646","2018",873,2189703,362.77,"1323"
"22707","2018",1314,4859324,759.67,"2636"
"14606","2018",1657,6356307,40657.6,"1680"
"22692","2018",1314,4859324,120362.46,"2631"
"7653","2018",1524,4497336,460.75,"931"
"14566","2018",1657,6356307,1216.46,"1669"
"11698","2018",873,2189703,246.88,"1335"
"7780","2018",1524,4497336,6800,"955"
"3413","2018",1060,10185417,67200,"400"
"15581","2018",1313,2345694,1172.03,"1841"
"5880","2018",947,2653536,14337.32,"719"
"24566","2018",873,31998432,158817.87,"2860"
"19889","2018",1775,2327451,2724.05,"2324"
"5850","2018",947,2653536,43722.97,"711"
"17296","2018",1081,7865950,174544,"2003"
"14567","2018",1657,6356307,114338.32,"1670"
"7590","2018",1524,4497336,8899.05,"912"
"6266","2018",947,2653536,10500,"731"
"22785","2018",1314,4859324,76553,"2654"
"12382","2018",1592,5188450,1898.73,"1387"
"24858","2018",873,31998432,37143.37,"2913"
"11376","2018",873,2189703,605.13,"1299"
"1912","2018",1791,455514,44143.92,"245"
"22684","2018",1314,4859324,19127.19,"2629"
"4650","2018",1687,6271554,10460.9,"591"
"22614","2018",1314,4859324,58682.08,"2612"
"14966","2018",1657,6356307,79756.98,"1768"
"6318","2018",947,2653536,136287.28,"740"
"19396","2018",1775,2327451,163000,"2280"
"17969","2018",933,12141145,10250,"2144"
"8837","2018",624,15248681,161557.1,"1065"
"24262","2018",873,31998432,73757.5,"2796"
"6889","2018",173,4331733,80000,"799"
"16009","2018",1081,7865950,46860,"1886"
"2145","2018",1791,455514,4912.66,"292"
"8644","2018",624,15248681,75790,"1025"
"61","2018",2246,506724,6500,"14"
"8578","2018",1524,4497336,30147.54,"1010"
"22634","2018",1314,4859324,1983.81,"2619"
"3106","2018",1060,10185417,88433.33,"338"
"7010","2018",173,4331733,42097.45,"829"
"15872","2018",1313,2345694,325.27,"1852"
"1097","2018",1485,1995727,4637.9,"126"
"9958","2018",624,15248681,10491.93,"1085"
"21022","2018",2496,299558,667,"2424"
"13188","2018",1716,2835882,260558.33,"1557"
"22649","2018",1314,4859324,408256.56,"2622"
"23754","2018",1292,1454165,5003.5,"2743"
"3619","2018",1060,10185417,2387.74,"429"
"25359","2018",873,31998432,361184.41,"2958"
"1995","2018",1791,455514,42550,"264"
"19341","2018",1775,2327451,61500,"2270"
"17568","2018",1081,7865950,442416.19,"2067"
"2120","2018",1791,455514,28998,"290"
"22777","2018",1314,4859324,275353.94,"2652"
"8556","2018",1524,4497336,58156.21,"1006"
"21011","2018",2496,299558,157298,"2422"
"8566","2018",1524,4497336,10438.59,"1008"
"24223","2018",873,31998432,12668.37,"2783"
"10280","2018",624,15248681,190,"1153"
"18004","2018",933,12141145,1998.88,"2150"
"18140","2018",933,12141145,311733.44,"2183"
"7219","2018",173,4331733,1100.9,"879"
"14901","2018",1657,6356307,2087.46,"1750"
"16931","2018",1081,7865950,11555.85,"1930"
"24925","2018",873,31998432,502.78,"2928"
"3324","2018",1060,10185417,101969.57,"377"
"25404","2018",873,31998432,1173448.33,"2967"
"14833","2018",1657,6356307,13995.43,"1733"
"1283","2018",1932,2226891,2742.4,"151"
"3048","2018",1060,10185417,143960.31,"322"
"14613","2018",1657,6356307,488,"1682"
"13600","2018",1716,2835882,85006.29,"1570"
"21105","2018",2496,299558,137820.75,"2441"
"26251","2018",620,996887,35804,"3025"
"21391","2018",1619,8392033,47992.32,"2503"
"12526","2018",1592,5188450,14934.88,"1412"
"11713","2018",873,2189703,671.67,"1339"
"4354","2018",1687,6271554,141228.83,"529"
"21253","2018",1619,8392033,219700.39,"2476"
"21066","2018",2496,299558,120100,"2433"
"13171","2018",1716,2835882,237694.07,"1551"
"23017","2018",1314,4859324,86721.19,"2696"
"21267","2018",1619,8392033,40000,"2483"
"965","2018",1485,1995727,22408.93,"92"
"17046","2018",1081,7865950,41745.44,"1953"
"23667","2018",1292,1454165,7604.76,"2728"
"21152","2018",2496,299558,93500,"2455"
"15438","2018",1313,2345694,211587.94,"1820"
"20945","2018",2496,299558,10500,"2411"
"10866","2018",878,1818937,33551.98,"1243"
"22767","2018",1314,4859324,1645,"2650"
"3589","2018",1060,10185417,811.14,"425"
"22339","2018",1619,8392033,100478.1,"2542"
"20431","2018",1900,1127154,15583.02,"2384"
"6966","2018",173,4331733,144600,"817"
"12352","2018",1592,5188450,422538.72,"1376"
"8451","2018",1524,4497336,2766.41,"987"
"14601","2018",1657,6356307,101.62,"1678"
"4722","2018",1687,6271554,943.32,"606"
"135","2018",2246,506724,10996.62,"32"
"3721","2018",1060,10185417,96090,"454"
"17002","2018",1081,7865950,41439.99,"1946"
"13049","2018",1716,2835882,54500,"1527"
"279","2018",2246,506724,2383.99,"43"
"5265","2018",0,1897677,32816.67,"630"
"17077","2018",1081,7865950,8499.26,"1959"
"24406","2018",873,31998432,59196.72,"2833"
"13697","2018",1716,2835882,1019.54,"1588"
"17180","2018",1081,7865950,10544.26,"1977"
"7624","2018",1524,4497336,142366.79,"922"
"22297","2018",1619,8392033,50027,"2538"
"21084","2018",2496,299558,11588.89,"2436"
"7241","2018",173,4331733,1408,"883"
"13707","2018",1716,2835882,49000,"1594"
"5544","2018",0,1897677,618.49,"665"
"2993","2018",1060,10185417,184984.6,"311"
"19507","2018",1775,2327451,23915.05,"2298"
"14698","2018",1657,6356307,987.42,"1699"
"21250","2018",1619,8392033,32000,"2475"
"22544","2018",1619,8392033,30341.42,"2591"
"12329","2018",1592,5188450,4644.7,"1371"
"13043","2018",1716,2835882,948,"1525"
"21350","2018",1619,8392033,48731.68,"2494"
"7708","2018",1524,4497336,91466.11,"942"
"1310","2018",1932,2226891,20049.22,"160"
"25510","2018",873,31998432,23864,"2995"
"14380","2018",1657,6356307,212820,"1628"
"9952","2018",624,15248681,8536.33,"1083"
"17683","2018",933,12141145,979.05,"2090"
"22403","2018",1619,8392033,77132.76,"2553"
"17919","2018",933,12141145,158440,"2137"
"25233","2018",873,31998432,67679.81,"2931"
"21034","2018",2496,299558,11227.98,"2426"
"21383","2018",1619,8392033,10895.26,"2501"
"6384","2018",947,2653536,50399.26,"755"
"6893","2018",173,4331733,43920,"800"
"7251","2018",173,4331733,141500,"884"
"14495","2018",1657,6356307,139843,"1655"
"11401","2018",873,2189703,17077.78,"1307"
"19872","2018",1775,2327451,259253.23,"2317"
"12262","2018",1592,5188450,42366.16,"1362"
"327","2018",2246,506724,120177.5,"52"
"3637","2018",1060,10185417,86200,"436"
"3194","2018",1060,10185417,4091.86,"349"
"23648","2018",1292,1454165,348.79,"2724"
"21142","2018",2496,299558,201.49,"2451"
"3542","2018",1060,10185417,164787.22,"415"
"9929","2018",624,15248681,58654,"1077"
"14595","2018",1657,6356307,1199.78,"1674"
"10164","2018",624,15248681,97841.8,"1118"
"4195","2018",1687,6271554,5500,"497"
"22197","2018",1619,8392033,154304.73,"2519"
"10427","2018",624,15248681,21840.36,"1183"
"12605","2018",1592,5188450,144000,"1430"
"10325","2018",624,15248681,301194,"1168"
"12984","2018",1716,2835882,261500,"1514"
"14852","2018",1657,6356307,200711.99,"1739"
"10490","2018",624,15248681,27792.05,"1193"
"15879","2018",1313,2345694,47033.34,"1855"
"22568","2018",1619,8392033,6683.67,"2599"
"16064","2018",1081,7865950,2366.48,"1901"
"15062","2018",1657,6356307,1656.4,"1786"
"8703","2018",624,15248681,233985.51,"1039"
"7586","2018",1524,4497336,46199.93,"910"
"5418","2018",0,1897677,15568.12,"638"
"13749","2018",1716,2835882,77005.5,"1602"
"6390","2018",947,2653536,489,"758"
"18179","2018",933,12141145,1140,"2192"
"4299","2018",1687,6271554,4200.98,"520"
"22264","2018",1619,8392033,9323.66,"2530"
"5626","2018",0,1897677,24278.52,"684"
"12803","2018",1592,5188450,25132.74,"1476"
"13758","2018",1716,2835882,67077.62,"1603"
"11657","2018",873,2189703,127939.61,"1324"
"17682","2018",933,12141145,9733.17,"2089"
"17444","2018",1081,7865950,8146.98,"2035"
"8685","2018",624,15248681,108809.86,"1035"
"15422","2018",1313,2345694,61436.3,"1816"
"18500","2018",933,12141145,552955.36,"2257"
"18299","2018",933,12141145,130790,"2216"
"20280","2018",1900,1127154,1224.3,"2351"
"9991","2018",624,15248681,16244.07,"1091"
"25235","2018",873,31998432,4571.58,"2933"
"26179","2018",620,996887,45652.01,"3006"
"5788","2018",947,2653536,171345,"700"
"23735","2018",1292,1454165,99000,"2739"
"6919","2018",173,4331733,110626,"803"
"4768","2018",1687,6271554,25520,"615"
"3225","2018",1060,10185417,80202.59,"358"
"7531","2018",1524,4497336,276760,"899"
"10886","2018",878,1818937,1511.28,"1245"
"2147","2018",1791,455514,5919.71,"293"
"17214","2018",1081,7865950,1002.83,"1984"
"25502","2018",873,31998432,109.05,"2993"
"14300","2018",1657,6356307,4252.85,"1614"
"165","2018",2246,506724,944.8,"37"
"25354","2018",873,31998432,16470.49,"2957"
"22483","2018",1619,8392033,8262.4,"2574"
"10086","2018",624,15248681,91.2,"1109"
"6271","2018",947,2653536,211.4,"733"
"21169","2018",1619,8392033,15560,"2460"
"1833","2018",1791,455514,111214.46,"228"
"2979","2018",1060,10185417,18070.76,"308"
"15903","2018",1313,2345694,176761.45,"1864"
"17831","2018",933,12141145,307871.65,"2125"
"24232","2018",873,31998432,195643.41,"2788"
"5642","2018",0,1897677,182400,"689"
"14986","2018",1657,6356307,353900.68,"1772"
"24309","2018",873,31998432,170.29,"2808"
"18222","2018",933,12141145,6749.56,"2204"
"7725","2018",1524,4497336,285,"943"
"17355","2018",1081,7865950,14952.5,"2018"
"10339","2018",624,15248681,595.4,"1170"
"22680","2018",1314,4859324,363.5,"2628"
"10132","2018",624,15248681,37756.58,"1111"
"12348","2018",1592,5188450,5825.03,"1375"
"22369","2018",1619,8392033,8369.68,"2546"
"19360","2018",1775,2327451,14904.82,"2273"
"1868","2018",1791,455514,131093.19,"236"
"14449","2018",1657,6356307,2477,"1643"
"16100","2018",1081,7865950,40100,"1913"
"8359","2018",1524,4497336,120618.63,"966"
"2957","2018",1060,10185417,94882.03,"304"
"3265","2018",1060,10185417,12876.48,"364"
"10748","2018",878,1818937,1147.82,"1216"
"16888","2018",1081,7865950,353824.27,"1923"
"7634","2018",1524,4497336,25167.24,"926"
"67","2018",2246,506724,908.63,"17"
"14445","2018",1657,6356307,149500.6,"1640"
"20410","2018",1900,1127154,121512.08,"2379"
"3527","2018",1060,10185417,2289.53,"412"
"17717","2018",933,12141145,15600,"2098"
"20238","2018",1900,1127154,83113.37,"2342"
"26211","2018",620,996887,229254.9,"3013"
"12739","2018",1592,5188450,164300,"1460"
"17644","2018",933,12141145,57296.53,"2085"
"3679","2018",1060,10185417,151200,"450"
"10859","2018",878,1818937,81721.67,"1242"
"128","2018",2246,506724,266364.4,"29"
"24862","2018",873,31998432,250240,"2914"
"28","2018",2246,506724,36842.21,"7"
"13731","2018",1716,2835882,106466.66,"1600"
"937","2018",1485,1995727,302197.88,"88"
"17453","2018",1081,7865950,47500,"2039"
"14656","2018",1657,6356307,142373.7,"1694"
"22835","2018",1314,4859324,1611.07,"2663"
"16039","2018",1081,7865950,4230.49,"1895"
"24538","2018",873,31998432,18717.71,"2855"
"6994","2018",173,4331733,181800,"821"
"7000","2018",173,4331733,23045.75,"824"
"991","2018",1485,1995727,196000,"100"
"3238","2018",1060,10185417,7302.19,"360"
"20190","2018",1900,1127154,8129,"2333"
"12939","2018",1716,2835882,136000,"1500"
"22895","2018",1314,4859324,27456.59,"2671"
"13630","2018",1716,2835882,288225,"1576"
"23679","2018",1292,1454165,188021.67,"2731"
"24373","2018",873,31998432,353214.79,"2827"
"10023","2018",624,15248681,1567.89,"1098"
"16870","2018",1081,7865950,198639.6,"1919"
"10456","2018",624,15248681,19501.68,"1187"
"14949","2018",1657,6356307,258,"1761"
"12959","2018",1716,2835882,7580.26,"1508"
"1031","2018",1485,1995727,14551.01,"111"
"22859","2018",1314,4859324,6757.79,"2668"
"10760","2018",878,1818937,262984.6,"1221"
"7669","2018",1524,4497336,3741.78,"934"
"22652","2018",1314,4859324,226.65,"2623"
"4783","2018",1687,6271554,48327.99,"616"
"3541","2018",1060,10185417,17902.62,"414"
"7","2018",2246,506724,65850.77,"1"
"18031","2018",933,12141145,266994.44,"2159"
"3074","2018",1060,10185417,77518.54,"329"
"18043","2018",933,12141145,8007.4,"2164"
"21144","2018",2496,299558,210934.34,"2452"
"7556","2018",1524,4497336,416,"900"
"22716","2018",1314,4859324,600,"2640"
"19345","2018",1775,2327451,34763.71,"2272"
"6263","2018",947,2653536,20244.53,"729"
"18046","2018",933,12141145,186,"2165"
"21021","2018",2496,299558,28796.14,"2423"
"24242","2018",873,31998432,74777.75,"2793"
